/,Subsystem List,,,,,,,Skyline Data,,,,,,,,,,,,,,,,,Mechanical,,Piping,,E&I,,,,RCC / Aconex Report Last Week,,,,,,,,,,,,,
/.,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
Remark
(Red: critical)","Priority
(1-Mill, 2-Air, 3-OLC2, 4-PRC)",Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Status,Date,Aconex Report (A - Proceed),Aconex Report Date,,Subsystem Number,Mechanical,Piping,Electrical&Instrument,一,二,三,七冶电气,七冶仪表,,
734,Process,2110-90,Train 1,LSU-CR-P-03,2110-90-01,2111-FA-001,Primary Crusher Chamber Common Ventilation Fan & VSD,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Important) (D:-45d) (C),MEC+ELE,,PIL(MCC7),UPLOADED TO ACONEX,9-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-90-01,N/A,PR2ME-PIL-QTY-65-HOP-2110-90-01,,,A - Proceed,2026/3/16,N/A,,A - Proceed,2026/4/16,Subsystem C1C Ready,2026/4/16,Subsystem C1C Ready,2026/4/16,TRUE,2110-90-01,PR2ME-PIL-QTY-59-HOP-2110-90-01,,PR2ME-PIL-QTY-65-HOP-2110-90-01,TRUE,FALSE,TRUE,1,0,,
735,Process,2110-15,Train 1,LSU-CR-P-03,2110-15-01,2113-BRK-401/HP-401,Primary Crusher 4 Discharge Conveyor Brake & Hydraulic Power Pack,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE,,PIL(MCC7),,17-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-15-01,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50116，
A类尾项已关闭完成；
PR2ME-2100-PIL-QTY-RQI-50142，
无A类尾项；
PR2ME-2100-PIL-QTY-RQI-50178；
预计4月25日报验
                                            
仪表：N/A",,,A - Proceed,2026/3/9,N/A,,,,Partial,2026/3/9,Partial,2026/3/9,TRUE,2110-15-01,PR2ME-PIL-QTY-59-HOP-2110-15-01,,,TRUE,FALSE,FALSE,1,0,,
736,,3210,,LSU-CC-P-54,,,Pebble Crushers,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
737,Process,2110-14,Train 1,LSU-CR-P-03,2110-14-01,2113-MS-401,Primary Crusher 4 Discharge Conveyor Magnet,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE,,PIL(MCC7),,17-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-14-01,N/A,"电气：  
PR2ME-2100-PIL-QTY-RQI-50162，预计4月5日进行现场验收；
PR2ME-2100-PIL-QTY-RQI-50052，已关闭；无A类尾项；
预计4月25日申请最终走查

仪表：N/A",,,A - Proceed,2026/3/12,N/A,,,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2110-14-01,PR2ME-PIL-QTY-59-HOP-2110-14-01,,,TRUE,FALSE,FALSE,1,0,,
738,Process,2110-13,Train 1,LSU-CR-P-03,2110-13-08,2113-PU-411,Primary Crusher 4 Discharge Conveyor Oil Cooler Pump,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE,,PIL(MCC7),,17-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-13-08,N/A,"电气：
电机测试：PR2ME-2100-PIL-QTY-RQI-50060，已关闭
电缆安装测试：PR2ME-2100-PIL-QTY-RQI-50116；
A类尾项已关闭完成；
就地箱：PR2ME-2100-PIL-QTY-RQI-50152，
无A类尾项；
预计4月25日申请最终走查


仪表：N/A

",,,A - Proceed,2026/3/9,N/A,,,,Partial,2026/3/9,Partial,2026/3/9,TRUE,2110-13-08,PR2ME-PIL-QTY-59-HOP-2110-13-08,,,TRUE,FALSE,FALSE,1,0,,
739,Process,2110-13,Train 1,LSU-CR-P-03,2110-13-07,2113-HT025/HT401,Primary Crusher 4 Discharge Conveyor Tail Pulley & Magnet Trolleys,2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(D:-7d) (C),MEC,,PIL(MCC7),UPLOADED TO ACONEX,17-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-13-07,N/A,N/A,,,A - Proceed,2026/3/9,N/A,,N/A,,Subsystem C1C Ready,2026/3/9,Subsystem C1C Ready,2026/3/9,TRUE,2110-13-07,PR2ME-PIL-QTY-59-HOP-2110-13-07,,,TRUE,FALSE,FALSE,0,0,,
740,Process,2110-13,Train 1,LSU-CR-P-03,2110-13-06,2113-CV-401-M1,Primary Crusher 4 Discharge Conveyor Motor,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE,,PIL(MCC7),,30-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-13-06,N/A,"电气：电机测试就地箱安装PR2ME-2100-PIL-QTY-RQI-50114已关闭；
电缆已报验;PR2ME-2100-PIL-QTY-RQI-50114已关闭；
A类尾项已全部关闭；
PR2ME-2100-PIL-QTY-RQI-50143，
无A类尾项；
HOP包：PR2ME-PIL-QTY-65-HOP-2110-13-06，预计4月25日申请最终走查
仪表：N/A
",,,A - Proceed,2026/3/27,N/A,,,,Partial,2026/3/27,Partial,2026/3/27,TRUE,2110-13-06,PR2ME-PIL-QTY-59-HOP-2110-13-06,,,TRUE,FALSE,FALSE,1,0,,
741,Process,2110-13,Train 1,LSU-CR-P-03,2110-13-02,2113-SC-401,Primary Crusher 4 Discharge Conveyor Weightometer,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE+INS,,PIL(MCC7),,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-13-02,N/A,"电气：N/A

仪表：PR2ME-2100-PIL-QTY-RQI-60018已关闭
PR2ME-2100-PIL-QTY-RQI-60020；A类尾项已全部关闭；
电源电缆PR2ME-2100-PIL-QTY-RQI-50132，已关闭
PR2ME-2100-PIL-QTY-RQI-60053，
预计4月26日申请现场走查",,,A - Proceed,2026/3/12,N/A,,,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2110-13-02,PR2ME-PIL-QTY-59-HOP-2110-13-02,,,TRUE,FALSE,FALSE,1,1,,
742,Process,2110-13,Train 1,LSU-CR-P-03,2110-13-01,2113-CV-401/CH-403,Primary Crusher 4 Discharge Conveyor,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-49d),MEC+INS,"尾项已全部关闭，4月5日已提交ITR到阿曼盖章：2100-30002，正在审核；4月8日：还未审核，已经汇总到需要协调的清单里面。
4月10日：业主要求重新测量驱动轮的迷宫密封（共计7个驱动轮）4月18日已测量完毕，等待阿曼工程部确认数据
",PIL(MCC7),,TBD,E&I: Instruments will be installed after the belt guards are delivered and installed. (belt guards ETA April 17th.)(Wang Li Min),4月20日：迷宫间隙已测量，经试车团队经理rona、设计主管jieff和阿曼矿山检修团队讨论，于4月25日再次复测。,N/A,"电气：N/A

仪表：
PR2ME-2100-PIL-QTY-RQI-60020；A类尾项已全部关闭；
PR2ME-2100-PIL-QTY-RQI-60021；A类尾项已全部关闭；
PR2ME-2100-PIL-QTY-RQI-60048；
拉绳开关支架安装：待防护网到货（运输中，SRN-1658物流延误，4月20日已到货），待防护网安装完成后10天内完成皮带拉绳开关安装及报验。；
提交时间待定；
",,,,,N/A,,,,,,,,TRUE,2110-13-01,,,,FALSE,FALSE,FALSE,0,1,,
743,Process,2110-08,BOP,LSU-CR-P-03,2110-08-09,2111-CA-401,Primary Crusher 4 Cameras,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Non-Critical) (D:-49d),ELE+INS,,PIL(MCC7),,,,N/A,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50138
A类尾项已全部关闭；
RQI包预计4月28日申请最终走查

仪表：PR2ME-2100-PIL-QTY-RQI-50101；无A类尾项；
RQI包预计4月28日申请最终走查
",,,N/A,,N/A,,,,,,,,TRUE,2110-08-09,,,,FALSE,FALSE,FALSE,1,1,,
744,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-08,"2111-PU-405/407, LU-402",Primary Crusher 4 Spider Lube Oil System,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE+INS,,PIL(MCC7),,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-08,N/A,"电气：PR2ME-PIL-QTY-65-HOP-2110-08-08


仪表：
PR2ME-PIL-QTY-70-HOP-2110-08-08
4月18日已向业主申请最终走查
",,4-PRC pre-comm,A - Proceed,2026/3/12,N/A,,Issued for Review / Approval,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2110-08-08,PR2ME-PIL-QTY-59-HOP-2110-08-08,,PR2ME-PIL-QTY-65-HOP-2110-08-08,TRUE,FALSE,FALSE,1,1,,
/.,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-07,2111-BL-401,Primary Crusher 4 Seal Blower,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+PIP+ELE+INS,,PIL(MCC7),,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-07,PR2ME-PIL-QTY-50-HOP-AB-2110-08-07,"电气：PR2ME-2100-PIL-QTY-RQI-50052已关闭；
低压电缆：PR2ME-2100-PIL-QTY-RQI-50125
A类尾项已关闭完成。
HOP包：PR2ME-PIL-QTY-65-HOP-2110-08-07，预计4月23日申请最终走查


仪表：RQI:PR2ME-2100-PIL-QTY-RQI-60029，
无A类尾项；
HOP包：PR2ME-PIL-QTY-70-HOP-2110-08-07，预计4月23日申请最终走查
",,4-PRC pre-comm,A - Proceed,2026/3/9,A - Proceed,2026/1/8,,,Partial,2026/3/9,Partial,2026/3/9,TRUE,2110-08-07,PR2ME-PIL-QTY-59-HOP-2110-08-07,PR2ME-PIL-QTY-50-HOP-AB-2110-08-07,,TRUE,TRUE,FALSE,1,1,,
/.,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-05,"2111-PU-401-404/PU-406/ HE-001-004/FA-401/402, HX-401/402",Primary Crusher 4  Lube and MPS subsystem,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-49d),MEC+PIP+ELE+INS,,PIL(MCC7),,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-05,PR2ME-PIL-QTY-50-HOP-LOL-2110-08-05,"电气：
PR2ME-PIL-QTY-65-HOP-2110-08-05

仪表：
HOP包：PR2ME-PIL-QTY-70-HOP-2110-08-05，预计4月21日提交业主审核
",,4-PRC pre-comm,A - Proceed,2026/3/12,,,A - Proceed,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2110-08-05,PR2ME-PIL-QTY-59-HOP-2110-08-05,PR2ME-PIL-QTY-50-HOP-LOL-2110-08-05,PR2ME-PIL-QTY-65-HOP-2110-08-05,TRUE,TRUE,FALSE,1,1,,
747,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-04,2111-RB-405,Primary Crusher 4 Rock Breaker & Hydraulic system,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),MEC+ELE,,PIL(MCC7),,11-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-04,N/A,"电气：
PR2ME-2100-PIL-QTY-RQI-50122，
A类尾项已关闭完成；
PR2ME-2100-PIL-QTY-RQI-50129，已关闭
PR2ME-2100-PIL-QTY-RQI-50146已关闭
无A类尾项
预计4月23日申请现场走查
仪表：N/A",,4-PRC pre-comm,A - Proceed,2026/4/6,N/A,,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,2110-08-04,PR2ME-PIL-QTY-59-HOP-2110-08-04,,,TRUE,FALSE,FALSE,1,1,,
748,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-01,2111-CR-401,Primary Crusher 4 ,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-49d),MEC+ELE+INS,,PIL(MCC7),,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-01,N/A,"电气：PR2ME-PIL-QTY-65-HOP-2110-08-01
4月20日已完成最终走查，

仪表：
PR2ME-PIL-QTY-70-HOP-2110-08-01
预计4月21日申请最终走查；
",,4-PRC pre-comm,A - Proceed,2026/4/1,N/A,,Issued for Review / Approval,,Partial,2026/4/1,Partial,2026/4/1,TRUE,2110-08-01,PR2ME-PIL-QTY-59-HOP-2110-08-01,,,TRUE,FALSE,FALSE,1,1,,
749,Process,2110-07,BOP,LSU-CR-P-41,2110-07-01,2113-MS-301,Primary Crusher 3 Discharge Conveyor Magnet & Oil Cooling,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-07-01；3月27日已提交到阿曼，正在审核,N/A,"电气：预计4月27日报验（包含仪表电缆）

仪表：N/A                                                                            


",,,,,N/A,,,,,,,,TRUE,2110-07-01,,,,FALSE,FALSE,FALSE,1,0,,
750,Process,2110-06,BOP,LSU-CR-P-41,2110-06-08,2113-CV-301-M1,Primary Crusher 3 Discharge Conveyor Motor,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-08,N/A,"电气:
 HOP:PR2ME-PIL-QTY-65-HOP-2110-06-08,，2026年4月7日返回修改，4月12日已再次提交审核。  
仪表：N/A",,,Issued for Review / Approval,2026/4/18,N/A,,,,,,,,TRUE,2110-06-08,PR2ME-PIL-QTY-59-HOP-2110-06-08,,,TRUE,FALSE,FALSE,1,0,,
751,Process,2110-06,BOP,LSU-CR-P-41,2110-06-07,2113-BRK-301/2113-HP-301,Primary Crusher 3 Discharge Conveyor Brake & Hydraulic Power Pack,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-07；3月27日已提交到阿曼，正在审核,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50114已签字
A类尾项已全部关闭；
RQI包预计4月29日申请最终走查
仪表：NA",,,,,N/A,,,,,,,,TRUE,2110-06-07,,,,FALSE,FALSE,FALSE,1,0,,
752,Process,2110-06,BOP,LSU-CR-P-41,2110-06-06,2113-FA-311/2113-PU-311,Primary Crusher 3 Discharge Conveyor Oil Cooler Pump,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-06,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50116；
A类尾项已全部关闭；
RQI包预计4月29日申请最终走查

仪表：NA",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,TRUE,2110-06-06,PR2ME-PIL-QTY-59-HOP-2110-06-06,,,TRUE,FALSE,FALSE,1,0,,
753,Process,2110-06,BOP,LSU-CR-P-41,2110-06-02,2113-SC-301,Primary Crusher 3 Discharge Conveyor Weightometer,,,,0,,,MEC+INS,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-02；3月27日已提交到阿曼，正在审核,N/A,"电气：N/A

仪表：
电源电缆PR2ME-2100-PIL-QTY-RQI-50131，已关闭；
A类尾项已全部关闭；
PR2ME-2100-PIL-QTY-RQI-60034；
RQI包预计4月29日申请最终走查",,,,,N/A,,,,,,,,TRUE,2110-06-02,,,,FALSE,FALSE,FALSE,1,1,,
754,Process,2110-06,BOP,LSU-CR-P-41,2110-06-01,2113-CV-301,Primary Crusher 3 Discharge Conveyor,,,,0,,,MEC+PIP+INS,,PIL(MCC7),,,,迷宫间隙已在阿曼QC见证下测量完毕，等待设计主管jief4月20日，去现场确认,PR2ME-PIL-QTY-50-HOP-MW-2110-06-01,"电气：N/A

仪表：
PR2ME-2100-PIL-QTY-RQI-60036
PR2ME-2100-PIL-QTY-RQI-60037
PR2ME-2100-PIL-QTY-RQI-60038
PR2ME-2100-PIL-QTY-RQI-60047
RQI包预计4月29日申请最终走查",,,,,A - Proceed,2026/1/22,,,Partial,2026/1/22,Partial,2026/1/22,TRUE,2110-06-01,,PR2ME-PIL-QTY-50-HOP-MW-2110-06-01,,FALSE,TRUE,FALSE,0,1,,
755,Process,2110-05,BOP,LSU-CR-P-41,2110-05-01,2111-RB-305,Primary Crusher 3 Rock Breaker,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-05-01；3月25日，已提交到阿曼审核,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50128；
无A类尾项；
PR2ME-2100-PIL-QTY-RQI-50119；
A类尾项已全部关闭；
PR2ME-2100-PIL-QTY-RQI-50147；
A类尾项已全部关闭；
RQI包：PR2ME-PIL-QTY-65-HOP-2110-05-01，4月19日已申请最终走查

仪表：NA",,,,,N/A,,,,,,,,TRUE,2110-05-01,,,,FALSE,FALSE,FALSE,1,0,,
756,Process,2110-04,BOP,LSU-CR-P-41,2110-04-01,2111-ME-307,Primary Crusher 3 Lube & MPS Unit,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC7),,14-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-04-01,PR2ME-PIL-QTY-50-HOP-LOL-2110-04-01,"电气：PR2ME-2100-PIL-QTY-RQI-50089已关闭
PR2ME-2100-PIL-QTY-RQI-50091已关闭
PR2ME-2100-PIL-QTY-RQI-50029已关闭
PR2ME-2100-PIL-QTY-RQI-50160；
A类尾项已全部关闭；
RQI包预计4月23日申请最终走查；

仪表：PR2ME-2100-PIL-QTY-RQI-60042；
电缆测试无A类尾项；
RQI包预计4月23日申请最终走查；",,4-PRC pre-comm,A - Proceed,2026/3/12,,,,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2110-04-01,PR2ME-PIL-QTY-59-HOP-2110-04-01,PR2ME-PIL-QTY-50-HOP-LOL-2110-04-01,,TRUE,TRUE,FALSE,1,1,,
757,Process,2110-01,BOP,LSU-CR-P-41,2110-01-04,2111-LU-302,Primary Crusher 3 Spider Lube Oil System,,,,0,,,MEC+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-01-04,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50145；
仪表：PR2ME-2100-PIL-QTY-RQI-60043，无A类尾项；
RQI包预计4月23日申请最终走查；",,4-PRC pre-comm,A - Proceed,2026/3/12,N/A,,,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2110-01-04,PR2ME-PIL-QTY-59-HOP-2110-01-04,,,TRUE,FALSE,FALSE,1,1,,
758,Process,2110-01,BOP,LSU-CR-P-41,2110-01-03,2111-CA-301,Primary Crusher 3 Cameras,,,,0,,,ELE+INS,,PIL(MCC7),,,,N/A,N/A,"电气：预计4月4日提交业主审核，尾项清单待上传系统；
RQI包预计4月26日申请最终走查
仪表：
PR2ME-2100-PIL-QTY-RQI-50112已关闭；无A类尾项
RQI包预计4月26日申请最终走查",,,N/A,,N/A,,,,,,,,TRUE,2110-01-03,,,,FALSE,FALSE,FALSE,1,1,,
759,Process,2110-01,BOP,LSU-CR-P-41,2110-01-02,2111-BL-301,Primary Crusher 3 Seal Blower,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-01-02,PR2ME-PIL-QTY-50-HOP-AB-2110-01-02,"电气：
PR2ME-PIL-QTY-65-HOP-2110-01-02

仪表：PR2ME-2100-PIL-QTY-RQI-60044，无A类尾项；
预计4月26日申请最终走查",,4-PRC pre-comm,A - Proceed,2026/3/9,A - Proceed,2026/1/8,,,Partial,2026/3/9,Partial,2026/3/9,TRUE,2110-01-02,PR2ME-PIL-QTY-59-HOP-2110-01-02,PR2ME-PIL-QTY-50-HOP-AB-2110-01-02,PR2ME-PIL-QTY-65-HOP-2110-01-02,TRUE,TRUE,FALSE,1,1,,
760,Process,2110-01,BOP,LSU-CR-P-41,2110-01-01,2111-CR-301,Primary Crusher 3,,,,0,,,MEC+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-01-01；3月25日，已提交到阿曼审核,N/A,"电气：
HOP:PR2ME-PIL-QTY-65-HOP-2110-01-01,4月16日已返回NCC修改。预计4月21日再次提交
仪表：
PR2ME-2100-PIL-QTY-RQI-60005；A类尾项已关闭完成；
PR2ME-2100-PIL-QTY-RQI-60036；12个A项需提交TQ给业主确认；
PR2ME-2100-PIL-QTY-RQI-60046，电缆测试无A类尾项；
有A类尾项，4月15日NFCCHN-TECHQ-001985回复需要加带中间继电器的JB箱，等待材料进场（PIL采购部：设计刚给采购提需求，正在协调业主采购）
提交时间待定；",,4-PRC pre-comm,,,N/A,,,,,,,,TRUE,2110-01-01,,,,FALSE,FALSE,FALSE,1,1,,
769,Process,2100-07,Train 1,LSU-CR-P-01,2100-07-01,,Potable Water & Safety Shower Distribution,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(D:-63d),PIP+INS,,PIL(MCC7),,27-Mar-2026,,N/A,4月19日关闭尾项完成，等待pims上传系统,"电气：无



仪表：NA",,,N/A,,,,,,,,,,TRUE,2100-07-01,,,,FALSE,FALSE,FALSE,0,0,,
#ERROR!,Process,2100-06,Train 1,LSU-CR-P-01,2100-06-01,,Mine Fire Water Distribution,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-63d),PIP+INS,,PIL(MCC7),,TBD,"E&I: per NFCCHN-TECHQ-001983, 216-PSH-0042, 216-PSH-0044 requires additional 4C+E，1.5mm² cables, but the wiring drawings are not yet availabe.



NFCCHN-TECHQ-001983,2026年4月14日回复火灾喷淋系统压力开关216-PSH-0042、216-PSH-0044需增加电缆4C+E，1.5mm²，但接线位置未明确。需接线图纸；19日已TQ追问",N/A,PR2ME-PIL-QTY-50-HOP-FW-2100-06-01,"电气：N/A
仪表：TQ
NFCCHN-TECHQ-001983,2026年4月14日回复火灾喷淋系统压力开关216-PSH-0042、216-PSH-0044需增加电缆4C+E，1.5mm²，但接线位置未明确。需提供接线图纸；19日已通过TQ追问。接线完成后报验",,4-PRC pre-comm,N/A,,Issued for Review / Approval,2025/11/22,,,,,,,TRUE,2100-06-01,,PR2ME-PIL-QTY-50-HOP-FW-2100-06-01,,FALSE,TRUE,FALSE,0,1,,
771,Process,2100-05,BOP,LSU-CR-P-01,2100-05-02,,Mine Water Distribution BOP,16-Feb-2026,6-Apr-2026,23-Feb-2026,-42,15,(Non-Critical) (D:-49d) (C),PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,4-Apr-2026,,N/A,PR2ME-PIL-QTY-50-HOP-MW-2100-05-02,PR2ME-PIL-QTY-70-HOP-2100-05-02,,4-PRC pre-comm,N/A,,A - Proceed,2026/2/9,A - Proceed,2026/4/6,Subsystem C1C Ready,2026/4/6,Subsystem C1C Ready,2026/4/6,TRUE,2100-05-02,,PR2ME-PIL-QTY-50-HOP-MW-2100-05-02,PR2ME-PIL-QTY-70-HOP-2100-05-02,FALSE,TRUE,TRUE,0,1,,
/,Process,2100-05,Train 1,LSU-CR-P-01,2100-05-01,,Mine Water Distribution,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-63d),PIP+INS,,PIL(MCC7),,27-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-MW-2100-05-01,"电气：N/A
仪表：

RQI:PR2ME-PIL-QTY-70-HOP-2100-05-01,4月20日邀请业主最终走查，20日未走查",,4-PRC pre-comm,N/A,,A - Proceed,2026/4/8,,,Partial,2026/4/8,Partial,2026/4/8,TRUE,2100-05-01,,PR2ME-PIL-QTY-50-HOP-MW-2100-05-01,,FALSE,TRUE,FALSE,0,1,,
/,Process,2100-04,Train 1,LSU-CR-P-01,2100-04-02,2170-VE-003,Surge Pile 2 Area Air Receiver,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-63d),MEC+PIP+INS,,PIL(MCC7),,TBD,"E&I: PR2ME-PIL-QTY-70-HOP-2100-04-02 submitted on 20 Apr, pending review.


HOP:PR2ME-PIL-QTY-70-HOP-2100-04-02,2026年4月20日已提交至业主审核。",PR2ME-PIL-QTY-59-HOP-2100-04-02,PR2ME-PIL-QTY-50-HOP-AP-2100-04-02,"电气：N/A
仪表：
HOP:PR2ME-PIL-QTY-70-HOP-2100-04-02,已签字待上传
",,,A - Proceed,2026/3/27,A - Proceed,2026/3/18,,,Partial,2026/3/27,Partial,2026/3/27,TRUE,2100-04-02,PR2ME-PIL-QTY-59-HOP-2100-04-02,PR2ME-PIL-QTY-50-HOP-AP-2100-04-02,,TRUE,TRUE,FALSE,0,1,,
774,Process,2100-04,Train 1,LSU-CR-P-01,2100-04-01,2170-CM-005,Surge Pile 2 Area Compressor,16-Feb-2026,13-Apr-2026,23-Feb-2026,-49,16,(Critical) (D:-58d) (C),MEC+ELE,,PIL(MCC7),UPLOADED TO ACONEX,19-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2100-04-01,N/A,PR2ME-PIL-QTY-65-HOP-2100-04-01,,,A - Proceed,2026/3/3,N/A,,A - Proceed,2026/4/15,Subsystem C1C Ready,2026/4/15,Subsystem C1C Ready,2026/4/15,TRUE,2100-04-01,PR2ME-PIL-QTY-59-HOP-2100-04-01,,PR2ME-PIL-QTY-65-HOP-2100-04-01,TRUE,FALSE,TRUE,1,0,,
/,Process,2100-03,Train 1,LSU-CR-P-01,2100-03-03,2170-VE-001,Primary Crusher Area Air Receiver,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-63d),MEC+PIP+INS,,PIL(MCC7),,5-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2100-03-03,PR2ME-PIL-QTY-50-HOP-AP-2100-03-03,"电气：N/A
仪表：PR2ME-PIL-QTY-70-HOP-2100-03-03，已签字待上传",,4-PRC pre-comm,A - Proceed,2026/3/12,A - Proceed,2026/2/19,,,Partial,2026/3/12,Partial,2026/3/12,TRUE,2100-03-03,PR2ME-PIL-QTY-59-HOP-2100-03-03,PR2ME-PIL-QTY-50-HOP-AP-2100-03-03,,TRUE,TRUE,FALSE,0,1,,
/,Process,2100-03,Train 1,LSU-CR-P-01,2100-03-02,2170-CM-004,Primary Crusher 3 & 4 Air Compressor 2,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Non-Critical) (D:-63d)(P),MEC+PIP+ELE,,PIL(MCC7),,16-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2100-03-02,PR2ME-PIL-QTY-50-HOP-DR-2100-03-02,"电气：PR2ME-2100-PIL-QTY-RQI-50121；无A类尾项；
PR2ME-2100-PIL-QTY-RQI-50107，已关闭；无A类尾项；
预计4月21日最终走查
仪表：N/A",,4-PRC pre-comm,A - Proceed,2026/3/3,A - Proceed,2026/1/4,,,Partial,2026/3/3,Partial,2026/3/3,TRUE,2100-03-02,PR2ME-PIL-QTY-59-HOP-2100-03-02,PR2ME-PIL-QTY-50-HOP-DR-2100-03-02,,TRUE,TRUE,FALSE,1,0,,
