/,Subsystem List,,,,,,,Skyline Data,,,,,,,,,,,,,,,,,Mechanical,,Piping,,E&I,,,,RCC / Aconex Report Last Week,,,,,,,,,,,,,
/.,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
Remark
(Red: critical)","Priority
(1-Mill, 2-Air, 3-OLC2, 4-PRC)",Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Status,Date,Aconex Report (A - Proceed),Aconex Report Date,,Subsystem Number,Mechanical,Piping,Electrical&Instrument,一,二,三,七冶电气,七冶仪表,,
354,Process,3310-90,BOP,LSU-CC-P-04,3310-90-02,,Line 7/8 Rougher 1st Concentrate Hopper Hoists,23-Mar-2026,23-Mar-2026,23-Mar-2026,0,13,(D:-2d) (C),MEC,,PIL(MCC15),UPLOADED TO ACONEX,19-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3310-90-02,N/A,N/A,,,A - Proceed,2026/3/25,N/A,,N/A,,Subsystem C1C Ready,2026/3/25,Subsystem C1C Ready,2026/3/25,TRUE,3310-90-02,PR2ME-PIL-QTY-59-HOP-3310-90-02,,,TRUE,FALSE,FALSE,,,,
355,Process,5110-01,Train 1,LSU-CC-P-04,5110-01-01,,Tailings Deaeration Tank Process Water Feed,23-Mar-2026,20-Apr-2026,23-Mar-2026,-28,17,(Critical) (D:-28d),PIP+ELE+INS,,PIL(SCC),,," 
①PIP: Shortage of M20 X 150 stud bolts 352 sets, ETA Apr 20.
②PIP: Shortage of 14 DN25 BAV09 valves(in stock ) , and DN50 BAV09 valves, for newly increased air line, ETA TBC.(waiting for technical confirmation)
③E&I: Instrument 511-PIT-0002 missing, ETA 3 Jun 2026. NFCCHN-TECHQ-001906












3.缺1块仪表511-PIT-0002（PIL采购部：业主已经采购，预计6月3日到达现场，关联TQ-1906）",N/A,"1、3.31号申请走查，RQI编号PR2ME-5100-PIL-QTY-RQI-40107，涉及管线1200-PRW-5110-CL01-16640-N
600-PRW-5110-CL01-28832-N
600-PRW-5110-CL01-28829-N
600-PRW-5110-CL01-28826-N
600-PRW-5110-CL01-26823-N
2、3.31号申请走查，RQI编号PR2ME-5100-PIL-QTY-RQI-40108，涉及管线1200-PRW-5110-CL01-16638-N 等待上传尾项到PIMS.
存在问题：
1、M20*150螺栓缺352套，预计4.20日到场（PIL采购部：PO# 3001712021 SRN-1814，预计4月20日到货）
2、新增气动阀门管线50-AI-5110-CS01-25455-N（PR2ME-5110-AMM-50U-010/011/012/013）缺14个DN25 BAV09 阀门 ，5个DN50 BAV09 （PIL采购部：14个DN25球阀已经到09仓库，并已完成出库。DN50球阀经业主设计确认TQ1925，利用现有材料改手动，旋转手柄及螺栓等材料预计5月10日到货。）","电气
1、缺少照明设计
2、需从3391送电

仪表：
1、缺1块仪表511-PIT-0002（PIL采购部：业主已经采购，预计6月3日到达SUB，6月10日到达现场，SRN-1833，关联TQ-1906）
2、RIO箱接线预计3月25日完成。",,,N/A,,,,,,,,,,TRUE,5110-01-01,,,,FALSE,FALSE,FALSE,,,,
356,Process,5110-01,Train 1,LSU-CC-P-04,5110-01-02,5110-TK-001,Tailings Deaeration Tank,23-Mar-2026,20-Apr-2026,23-Mar-2026,-28,17,(Critical) (D:-28d),ELE+INS,,PIL(SCC),,,,N/A,,"电气：N/A

仪表：
1、缺2块仪表512-FIT-2005/2006，领回来的仪表与现场实际不匹配，已经发TQ : NFCCHN-TECHQ-001906 （PIL采购部：业主设计已经回复TQ，可以使用SRN-1188 已到货仪表）
2、尾矿管仪表FIT-2005流量计，缺少线路图，待设计出图
3、缺少仪表511-PIT-0002，TQ : NFCCHN-TECHQ-001906回复预计到货时间为6月3日，SRN-1833（PIL采购部：SRN1833,预计6月3日到泗水，6月10日到现场）",,,N/A,,,,,,,,,,TRUE,5110-01-02,,,,FALSE,TRUE,FALSE,,,,
357,,3310,,LSU-CC-P-44,,,Flotation Line 7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
358,Process,3310-12,BOP,LSU-CC-P-44,3310-12-01,,Line 7 Rougher Feed Pump & VSD & Feed Box,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-12-01,,,,TRUE,TRUE,TRUE,,,,
359,Process,3310-12,BOP,LSU-CC-P-44,3310-12-02,,Line 7 Rougher Cell 1 & Agitator,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-12-02,PR2ME-PIL-QTY-50-HOP-FT-3310-12-02,,,,A - Proceed,2026/4/6,A - Proceed,2026/2/4,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3310-12-02,PR2ME-PIL-QTY-59-HOP-3310-12-02,PR2ME-PIL-QTY-50-HOP-FT-3310-12-02,,TRUE,TRUE,TRUE,,,,
360,Process,3310-12,BOP,LSU-CC-P-44,3310-12-03,,Line 7 Rougher Cell 2 & Agitator,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-12-03,PR2ME-PIL-QTY-50-HOP-FT-3310-12-03,,,,A - Proceed,2026/4/8,A - Proceed,2026/2/4,,,Partial,2026/4/8,Partial,2026/4/8,TRUE,3310-12-03,PR2ME-PIL-QTY-59-HOP-3310-12-03,PR2ME-PIL-QTY-50-HOP-FT-3310-12-03,,TRUE,TRUE,TRUE,,,,
361,Process,3310-12,BOP,LSU-CC-P-44,3310-12-04,,Line 7 Cell 1 & 2 Launders,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-12-04,,,,,A - Proceed,2026/3/16,,,,,Partial,2026/3/16,Partial,2026/3/16,TRUE,3310-12-04,PR2ME-PIL-QTY-59-HOP-3310-12-04,,,TRUE,TRUE,TRUE,,,,
362,Process,3310-13,BOP,LSU-CC-P-44,3310-13-01,3313-TK-707,Line 7 CPS Conditioning Tank 1 & Agitator & VSD,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-13-01,,,,TRUE,TRUE,TRUE,,,,
363,Process,3310-13,BOP,LSU-CC-P-44,3310-13-02,3313-TK-708,Line 7 Collector Conditioning Tank 1 & Agitator & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-13-02,,,,,A - Proceed,2026/4/2,,,,,Partial,2026/4/2,Partial,2026/4/2,TRUE,3310-13-02,PR2ME-PIL-QTY-59-HOP-3310-13-02,,,TRUE,TRUE,TRUE,,,,
364,Process,3310-13,BOP,LSU-CC-P-44,3310-13-03,,Line 7 Conditioning Tanks 1 H2S Siren,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-13-03,,,,TRUE,TRUE,TRUE,,,,
365,Process,3310-14,BOP,LSU-CC-P-44,3310-14-01,3313-FC-703,Line 7 Rougher Cell 3 & Agitator,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-14-01,PR2ME-PIL-QTY-50-HOP-FT-3310-14-01,,,,A - Proceed,2026/4/6,A - Proceed,2026/2/2,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3310-14-01,PR2ME-PIL-QTY-59-HOP-3310-14-01,PR2ME-PIL-QTY-50-HOP-FT-3310-14-01,,TRUE,TRUE,TRUE,,,,
366,Process,3310-14,BOP,LSU-CC-P-44,3310-14-02,3313-FC-704,Line 7 Rougher Cell 4 & Agitator,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-14-02,PR2ME-PIL-QTY-50-HOP-FT-3310-14-02,,,,A - Proceed,2026/4/6,A - Proceed,2026/2/4,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3310-14-02,PR2ME-PIL-QTY-59-HOP-3310-14-02,PR2ME-PIL-QTY-50-HOP-FT-3310-14-02,,TRUE,TRUE,TRUE,,,,
367,Process,3310-14,BOP,LSU-CC-P-44,3310-14-03,,Line 7 Rougher Cells 3 & 4 Launders,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-14-03,,,,,A - Proceed,2026/3/16,,,,,Partial,2026/3/16,Partial,2026/3/16,TRUE,3310-14-03,PR2ME-PIL-QTY-59-HOP-3310-14-03,,,TRUE,TRUE,TRUE,,,,
368,Process,3310-15,BOP,LSU-CC-P-44,3310-15-01,3313-TK-709,Line 7 CPS Conditioning Tank 2 & Agitator & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-15-01,,,,,A - Proceed,2026/4/6,,,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3310-15-01,PR2ME-PIL-QTY-59-HOP-3310-15-01,,,TRUE,TRUE,TRUE,,,,
369,Process,3310-15,BOP,LSU-CC-P-44,3310-15-02,3313-TK-710,Line 7 Collector Conditioning Tank 2 & Agitator & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-15-02,,,,,A - Proceed,2026/4/6,,,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3310-15-02,PR2ME-PIL-QTY-59-HOP-3310-15-02,,,TRUE,TRUE,TRUE,,,,
370,Process,3310-15,BOP,LSU-CC-P-44,3310-15-03,,Line 7 Conditioning Tanks 2 H2S Siren,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-15-03,,,,TRUE,TRUE,TRUE,,,,
371,Process,3310-16,BOP,LSU-CC-P-44,3310-16-01,3313-FC-705,Line 7 Rougher Cell 5 & Agitator,,,,0,,,,,PIL(MCC15),,,,,PR2ME-PIL-QTY-50-HOP-FT-3310-16-01,,,,,,A - Proceed,2026/2/9,,,Partial,2026/2/9,Partial,2026/2/9,TRUE,3310-16-01,,PR2ME-PIL-QTY-50-HOP-FT-3310-16-01,,TRUE,TRUE,TRUE,,,,
372,Process,3310-16,BOP,LSU-CC-P-44,3310-16-02,3313-FC-706,Line 7 Rougher Cell 6 & Agitator,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-16-02,,,,TRUE,TRUE,TRUE,,,,
373,Process,3310-16,BOP,LSU-CC-P-44,3310-16-03,3313-LN-715~720,Line 7 Rougher Cells 5 & 6 Launders,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-16-03,,,,,A - Proceed,2026/3/19,,,,,Partial,2026/3/19,Partial,2026/3/19,TRUE,3310-16-03,PR2ME-PIL-QTY-59-HOP-3310-16-03,,,TRUE,TRUE,TRUE,,,,
374,Process,3310-17,BOP,LSU-CC-P-44,3310-17-01,3315-HO-032,Rougher 1st Concentrate Hopper 2,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-17-01,,,,,A - Proceed,2026/3/21,,,,,Partial,2026/3/21,Partial,2026/3/21,TRUE,3310-17-01,PR2ME-PIL-QTY-59-HOP-3310-17-01,,,TRUE,TRUE,TRUE,,,,
375,Process,3310-17,BOP,LSU-CC-P-44,3310-17-02,3315-PU-139,Rougher 1st Concentrate Hopper 2 Pump 1 & VSD,,,,0,,,,,PIL(MCC15),,,,,RQI(:PR2ME-3300-PIL-QTY-RQI-40140)6条A类，计划4月22日尾项关闭,"电气：
PR2ME-PIL-QTY-65-HOP-3310-17-02",,,,,,,A - Proceed,,Partial,,,,TRUE,3310-17-02,,,PR2ME-PIL-QTY-65-HOP-3310-17-02,TRUE,FALSE,FALSE,,,,
376,Process,3310-17,BOP,LSU-CC-P-44,3310-17-03,3315-PU-140,Rougher 1st Concentrate Hopper 2 Pump 2 & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-17-03,RQI(:PR2ME-3300-PIL-QTY-RQI-40140)9条A类，计划4月22日尾项关闭,"电气：
PR2ME-PIL-QTY-65-HOP-3310-17-03",,,Issued for Review / Approval,2026/4/18,,,A - Proceed,,Partial,2026/4/18,,,TRUE,3310-17-03,PR2ME-PIL-QTY-59-HOP-3310-17-03,,PR2ME-PIL-QTY-65-HOP-3310-17-03,TRUE,FALSE,FALSE,,,,
377,Process,3310-18,BOP,LSU-CC-P-44,3310-18-01,3315-PU-060,Rougher Concentrate Area Sump Pump 2,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-18-01,,,,TRUE,TRUE,TRUE,,,,
378,Process,3310-18,BOP,LSU-CC-P-44,3310-18-02,3315-HO-034,Rougher 2nd Concentrate Hopper 2,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-18-02,,,,,A - Proceed,2026/3/19,,,,,Partial,2026/3/19,Partial,2026/3/19,TRUE,3310-18-02,PR2ME-PIL-QTY-59-HOP-3310-18-02,,,TRUE,TRUE,TRUE,,,,
379,Process,3310-18,BOP,LSU-CC-P-44,3310-18-03,3315-PU-143,Rougher 2nd Concentrate Hopper 2 Pump 1 & VSD,,,,0,,,,,PIL(MCC15),,,"
E&I: RQI：PR2ME-3300-PIL-QTY-RQI-60117 pending walkdown.


4月18日子系统已送至现场验收，RQI：PR2ME-3300-PIL-QTY-RQI-60117-冯为民",PR2ME-PIL-QTY-59-HOP-3310-18-03,,"电气：
PR2ME-PIL-QTY-65-HOP-3310-18-03

仪表：4月18日子系统已送至现场验收
RQI：PR2ME-3300-PIL-QTY-RQI-60117
HOP：PR2ME-PIL-QTY-70-HOP-3310-18-03",,,Issued for Review / Approval,2026/4/18,,,A - Proceed,,Partial,2026/4/18,,,TRUE,3310-18-03,PR2ME-PIL-QTY-59-HOP-3310-18-03,,PR2ME-PIL-QTY-65-HOP-3310-18-03,TRUE,TRUE,FALSE,,,,
380,Process,3310-18,BOP,LSU-CC-P-44,3310-18-04,3315-PU-144,Rougher 2nd Concentrate Hopper 2 Pump 2 & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-18-04,,"电气：
PR2ME-PIL-QTY-65-HOP-3310-18-04",,,A - Proceed,2026/4/20,,,A - Proceed,,Partial,2026/4/20,,,TRUE,3310-18-04,PR2ME-PIL-QTY-59-HOP-3310-18-04,,PR2ME-PIL-QTY-65-HOP-3310-18-04,TRUE,TRUE,FALSE,,,,
381,Process,3310-19,BOP,LSU-CC-P-44,3310-19-01,3315-HO-036,Rougher 3rd Concentrate Hopper 2,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-19-01,,,,,A - Proceed,2026/3/19,,,,,Partial,2026/3/19,Partial,2026/3/19,TRUE,3310-19-01,PR2ME-PIL-QTY-59-HOP-3310-19-01,,,TRUE,TRUE,TRUE,,,,
382,Process,3310-19,BOP,LSU-CC-P-44,3310-19-02,3315-PU-147,Rougher 3rd Concentrate Hopper 2 Pump 1 & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-19-02,,"电气：
RQI已签字
计划5月5日递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3310-19-02",,,Issued for Review / Approval,2026/4/19,,,,,,,,,TRUE,3310-19-02,PR2ME-PIL-QTY-59-HOP-3310-19-02,,,TRUE,TRUE,FALSE,,,,
383,Process,3310-19,BOP,LSU-CC-P-44,3310-19-03,3315-PU-148,Rougher 3rd Concentrate Hopper 2 Pump 2 & VSD,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-19-03,,"电气：
RQI已签字
计划5月5日递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3310-19-03",,,Issued for Review / Approval,2026/4/18,,,,,,,,,TRUE,3310-19-03,PR2ME-PIL-QTY-59-HOP-3310-19-03,,,TRUE,TRUE,FALSE,,,,
384,Process,3310-20,BOP,LSU-CC-P-44,3310-20-01,,Line 7/8 Rougher Concentrate Boxes & Launders,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-20-01,,,,,A - Proceed,2026/3/24,,,,,Partial,2026/3/24,Partial,2026/3/24,TRUE,3310-20-01,PR2ME-PIL-QTY-59-HOP-3310-20-01,,,TRUE,TRUE,TRUE,,,,
385,,3310,,LSU-CC-P-45,,,Flotation Line 8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
386,Process,2120-03,Train 1,LSU-CR-P-04,2120-03-05,2122-SC-201,Surge Pile 2 Discharge Conveyor Weightomter,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),MEC+ELE+INS,,PIL(MCC7),,20-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2120-03-05,N/A,"电气：N/A;

仪表：
RQI包：PR2ME-PIL-QTY-70-HOP-2120-03-05，4月16日已提交申请最终走查；
",,,A - Proceed,2026/4/17,N/A,,,,Partial,2026/4/17,Partial,2026/4/17,TRUE,2120-03-05,PR2ME-PIL-QTY-59-HOP-2120-03-05,,,TRUE,FALSE,FALSE,1,1,,
387,Process,2120-03,Train 1,LSU-CR-P-04,2120-03-04,2122-HP-201,Surge Pile 2 Discharge Conveyor Brake Hydraulic Power Pack,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d)(P),MEC+ELE,,PIL(MCC7),,TBD,,4月19日：等待加油资料补充完整后提交HOP包，预计20日完成,N/A,"
电气设备安装测试：
RQI包：PR2ME-PIL-QTY-65-HOP-2120-03-04；
4月19日已提交申请最终走查 (RQI:2100-50192)，20日未走查


仪表：N/A",,,,,N/A,,,,,,,,TRUE,2120-03-04,,,,FALSE,FALSE,FALSE,1,0,,
388,Process,2120-03,Train 1,LSU-CR-P-04,2120-03-02,2122-CV-201/CH-001/010/014/BN-001/006,Surge Pile 2 Discharge Conveyor,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),MEC+INS,,PIL(MCC7),,TBD,"①Mechanical: 
Batch 1 : Dust Cover ETD 22.04.2026 (28 pcs)
Batch 2 : Dust Hood ETD TBA
Batch 3 : Skirt Panel ETD TBA

②E&I: Instruments will be installed after the belt guards are delivered and installed. (belt guards ETA April 17th.)(Wang Li Min)","RQI：2100-30150，4月20日：RQI于4月18日提交到阿曼审核,签字后提交HOP",N/A,"电气：N/A


仪表问题：
拉绳开关需皮带防护网安装完成后才能安装，SRN-1658皮带防护网截止4月18日未到齐。（PIL采购部：SRN-1658物流延误，4月20日已到货）",,,,,N/A,,,,,,,,TRUE,2120-03-02,,,,FALSE,FALSE,FALSE,0,1,,
389,Process,2120-03,Train 1,LSU-CR-P-04,2120-03-01,2122-MS-201,Surge Pile 2 Discharge Conveyor Magnet,23-Feb-2026,13-Apr-2026,23-Feb-2026,-49,16,(D:-51d) (C),MEC,,PIL(MCC7),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-2120-03-01,N/A,N/A,（根据业主邮件指示除铁器取消）,,A - Proceed,2026/4/15,N/A,,N/A,,Subsystem C1C Ready,2026/4/15,Subsystem C1C Ready,2026/4/15,TRUE,2120-03-01,PR2ME-PIL-QTY-59-HOP-2120-03-01,,,TRUE,FALSE,FALSE,0,0,,
390,Process,3310-22,BOP,LSU-CC-P-45,3310-22-01,3314-TK-807,Line 8 CPS Conditioning Tank 1 & Agitator,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-22-01,,,,TRUE,TRUE,TRUE,,,,
391,Process,3310-22,BOP,LSU-CC-P-45,3310-22-02,3314-TK-808,Line 8 Collector Conditioning 1 Tank & Agitator,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-22-02,,,,TRUE,TRUE,TRUE,,,,
392,Process,3310-22,BOP,LSU-CC-P-45,3310-22-03,,Line 8 Conditioning Tanks 1 H2S Siren,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-22-03,,,,TRUE,TRUE,TRUE,,,,
393,Process,3310-23,BOP,LSU-CC-P-45,3310-23-01,3314-FC-803,Line 8 Rougher Cell 3 & Agitator,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-23-01,,,,TRUE,TRUE,TRUE,,,,
394,Process,3310-23,BOP,LSU-CC-P-45,3310-23-02,3314-FC-804,Line 8 Rougher Cell 4 & Agitator,,,,0,,,,,PIL(MCC15),,,,,PR2ME-PIL-QTY-50-HOP-FT-3310-23-02,,,,,,A - Proceed,2026/2/9,,,Partial,2026/2/9,Partial,2026/2/9,TRUE,3310-23-02,,PR2ME-PIL-QTY-50-HOP-FT-3310-23-02,,TRUE,TRUE,TRUE,,,,
395,Process,3310-23,BOP,LSU-CC-P-45,3310-23-03,,Line 7/8 Rougher Concentrate Box 5 & Cells 3 & 4 Launders,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-23-03,,,,,A - Proceed,2026/3/27,,,,,Partial,2026/3/27,Partial,2026/3/27,TRUE,3310-23-03,PR2ME-PIL-QTY-59-HOP-3310-23-03,,,TRUE,TRUE,TRUE,,,,
396,Process,3310-24,BOP,LSU-CC-P-45,3310-24-01,3314-TK-809,Line 8 CPS Conditioning Tank 2 & Agitator,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-24-01,,,,,A - Proceed,2026/4/20,,,,,Partial,2026/4/20,,,TRUE,3310-24-01,PR2ME-PIL-QTY-59-HOP-3310-24-01,,,TRUE,TRUE,TRUE,,,,
397,Process,3310-24,BOP,LSU-CC-P-45,3310-24-02,3314-TK-810,Line 8 Collector Conditioning Tank 2 & Agitator,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-24-02,,,,TRUE,TRUE,TRUE,,,,
398,Process,3310-24,BOP,LSU-CC-P-45,3310-24-03,,Line 8 Conditioning Tanks 2 H2S Siren (Added 8/4/2025),,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-24-03,,,,TRUE,TRUE,TRUE,,,,
399,Process,3310-25,BOP,LSU-CC-P-45,3310-25-01,3314-FC-805,Line 8 Rougher Cell 5 & Agitator,,,,0,,,,,PIL(MCC15),,,,,PR2ME-PIL-QTY-50-HOP-FT-3310-25-01,,,,,,A - Proceed,2026/2/9,,,Partial,2026/2/9,Partial,2026/2/9,TRUE,3310-25-01,,PR2ME-PIL-QTY-50-HOP-FT-3310-25-01,,TRUE,TRUE,TRUE,,,,
400,Process,3310-25,BOP,LSU-CC-P-45,3310-25-02,3314-FC-806,Line 8 Rougher Cell 6 & Agitator,,,,0,,,,,PIL(MCC15),,,,,,,,,,,,,,,,,,,TRUE,3310-25-02,,,,TRUE,TRUE,TRUE,,,,
401,Process,3310-25,BOP,LSU-CC-P-45,3310-25-03,,Line 7/8 Rougher Conc. Box 8 & Cells 5 & 6 Launders,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3310-25-03,,,,,A - Proceed,2026/3/24,,,,,Partial,2026/3/24,Partial,2026/3/24,TRUE,3310-25-03,PR2ME-PIL-QTY-59-HOP-3310-25-03,,,TRUE,TRUE,TRUE,,,,
402,,3510,,LSU-CC-P-07,,,Concentrate CCD Thickening,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
403,Process,3510-01,Train 1,LSU-CC-P-07,3510-01-01,3510-PU-023,CCD Thickener Area Sump Pump 1,23-Mar-2026,20-Apr-2026,23-Mar-2026,-28,17,(D:-28d),MEC+PIP+ELE+INS,,PIL(MCC7),,15-Apr-2026,,4月20日：HOP于4月20日提交到阿曼，正在审核,PR2ME-PIL-QTY-50-HOP-SP-3510-01-01,"电气：PR2ME-PIL-QTY-65-HOP-3510-01-01,4月9日关闭。

仪表：PR2ME-PIL-QTY-70-HOP-3510-01-01
RQI包预计4月20日向业主申请最终走查。
",,,,,A - Proceed,2026/4/6,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3510-01-01,,PR2ME-PIL-QTY-50-HOP-SP-3510-01-01,PR2ME-PIL-QTY-65-HOP-3510-01-01,FALSE,TRUE,FALSE,1,1,,
404,Process,3510-01,Train 1,LSU-CC-P-07,3510-01-02,3510-PU-024,CCD Thickener Area Sump Pump 2,23-Mar-2026,20-Apr-2026,23-Mar-2026,-28,17,(D:-28d)(P),MEC+PIP+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-3510-01-02,PR2ME-PIL-QTY-50-HOP-SP-3510-01-02,"电气：PR2ME-PIL-QTY-65-HOP-3510-01-02

仪表：
HOP:PR2ME-PIL-QTY-70-HOP-3510-01-02，,2026年4月16日已申请最终走查",,,A - Proceed,2026/4/6,A - Proceed,2026/3/10,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3510-01-02,PR2ME-PIL-QTY-59-HOP-3510-01-02,PR2ME-PIL-QTY-50-HOP-SP-3510-01-02,PR2ME-PIL-QTY-65-HOP-3510-01-02,TRUE,TRUE,FALSE,1,1,,
405,Process,3510-01,Train 1,LSU-CC-P-07,3510-01-03,3510-PU-025,CCD Thickener Area Sump Pump 3,23-Mar-2026,20-Apr-2026,23-Mar-2026,-28,17,(D:-28d),MEC+PIP+ELE+INS,,PIL(MCC7),,15-Apr-2026,,4月20日：HOP于4月20日提交到阿曼，正在审核,PR2ME-PIL-QTY-50-HOP-SP-3510-01-03,"电气：PR2ME-PIL-QTY-65-HOP-3510-01-03

仪表：
RQI包:PR2ME-PIL-QTY-70-HOP-3510-01-03，4月17日已提交申请最终走查
",,,,,A - Proceed,2026/4/6,,,Partial,2026/4/6,Partial,2026/4/6,TRUE,3510-01-03,,PR2ME-PIL-QTY-50-HOP-SP-3510-01-03,PR2ME-PIL-QTY-65-HOP-3510-01-03,FALSE,TRUE,FALSE,1,1,,
406,Process,3510-02,Train 1,LSU-CC-P-07,3510-02-01,3510-BX-001,CCD Thickener Feed Splitter Box,23-Mar-2026,20-Apr-2026,23-Mar-2026,-28,17,(D:-28d),MEC+PIP+INS,,PIL(MCC7),,15-Apr-2026,"PIP: 2 end rings missing; Amman has procured, ETA 21 May.







缺二个端环业主已采购预计5月21日到",PR2ME-PIL-QTY-59-HOP-3510-02-01,一共7条管线，完成6条管线，缺二个沟槽端环，无法安装，（PIL采购部：最后一批沟槽材料，正在政府审批，SRN-1101D，预计5月21日到货，持续关注进展）,"电气：N/A

仪表：

RQI包:PR2ME-PIL-QTY-70-HOP-3510-02-01,4月16日已提交申请最终走查
",,,A - Proceed,2026/3/31,,,,,Partial,2026/3/31,Partial,2026/3/31,TRUE,3510-02-01,PR2ME-PIL-QTY-59-HOP-3510-02-01,,,TRUE,FALSE,FALSE,0,1,,
407,Process,3510-02,Train 1,LSU-CC-P-07,3510-02-02,3510-BX-401,CCD Thickener 4 Feed Box,23-Mar-2026,13-Apr-2026,23-Mar-2026,-21,16,(D:-21d) (C),MEC+PIP,,PIL(MCC7),UPLOADED TO ACONEX,7-Apr-2026,,PR2ME-PIL-QTY-59-HOP-3510-02-02,PR2ME-PIL-QTY-50-HOP-FC-3510-02-02,N/A,,,A - Proceed,2026/4/13,A - Proceed,2026/2/9,N/A,,Subsystem C1C Ready,2026/4/13,Subsystem C1C Ready,2026/4/13,TRUE,3510-02-02,PR2ME-PIL-QTY-59-HOP-3510-02-02,PR2ME-PIL-QTY-50-HOP-FC-3510-02-02,,TRUE,TRUE,FALSE,0,0,,
