/,Subsystem List,,,,,,,Skyline Data,,,,,,,,,,,,,,,,,Mechanical,,Piping,,E&I,,,,RCC / Aconex Report Last Week,,,,,,,,,,,,,,,,
/.,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
Remark
(Red: critical)","Priority
(1-Mill, 2-Air, 3-OLC2, 4-PRC)",Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Status,Date,Aconex Report (A - Proceed),Aconex Report Date,Area,LSU,,,Subsystem Number,Mechanical,Piping,Electrical&Instrument,一,二,三,七冶电气,七冶仪表,,
/.,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-05,"2111-PU-401-404/PU-406/ HE-001-004/FA-401/402, HX-401/402",Primary Crusher 4  Lube and MPS subsystem,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Critical) (D:-56d),MEC+PIP+ELE+INS,,PIL(MCC7),UPLOADED TO ACONEX,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-05,PR2ME-PIL-QTY-50-HOP-LOL-2110-08-05,"PR2ME-PIL-QTY-65-HOP-2110-08-05
PR2ME-PIL-QTY-70-HOP-2110-08-05",,4-PRC pre-comm,A - Proceed,2026/3/12,,,A - Proceed,2026/4/28,Partial,2026/4/28,Partial,2026/3/12,Crushing & OLC,LSU-CR-P-03 Primary Crusher 4,,TRUE,2110-08-05,PR2ME-PIL-QTY-59-HOP-2110-08-05,PR2ME-PIL-QTY-50-HOP-LOL-2110-08-05,"PR2ME-PIL-QTY-65-HOP-2110-08-05
PR2ME-PIL-QTY-70-HOP-2110-08-05",TRUE,TRUE,TRUE,1,1,,
747,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-04,2111-RB-405,Primary Crusher 4 Rock Breaker & Hydraulic system,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Critical) (D:-56d),MEC+ELE,,PIL(MCC7),,11-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-04,N/A,"电气：
4月27日已走查完成，预计4月30日提交HOP业主审核
PR2ME-PIL-QTY-RQI-65-HOP-2110-08-04
仪表：N/A",,4-PRC pre-comm,A - Proceed,2026/4/6,N/A,,,,Partial,2026/4/6,Partial,2026/4/6,Crushing & OLC,LSU-CR-P-03 Primary Crusher 4,,TRUE,2110-08-04,PR2ME-PIL-QTY-59-HOP-2110-08-04,,,TRUE,FALSE,FALSE,1,1,,
748,Process,2110-08,Train 1,LSU-CR-P-03,2110-08-01,2111-CR-401,Primary Crusher 4 ,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Critical) (D:-56d),MEC+ELE+INS,,PIL(MCC7),,15-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2110-08-01,N/A,"电气：PR2ME-PIL-QTY-65-HOP-2110-08-01

仪表：
子系统RQI已走查完成，预计4月30日提交HOP包审核
HOP包：PR2ME-PIL-QTY-70-HOP-2110-08-01
",,4-PRC pre-comm,A - Proceed,2026/4/28,N/A,,,,Partial,2026/4/28,Partial,2026/4/1,Crushing & OLC,LSU-CR-P-03 Primary Crusher 4,,TRUE,2110-08-01,PR2ME-PIL-QTY-59-HOP-2110-08-01,,PR2ME-PIL-QTY-65-HOP-2110-08-01,TRUE,FALSE,FALSE,1,1,,
749,Process,2110-07,BOP,LSU-CR-P-41,2110-07-01,2113-MS-301,Primary Crusher 3 Discharge Conveyor Magnet & Oil Cooling,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-07-01,N/A,"电气：PR2ME-PIL-QTY-65-HOP-2110-07-01 ；4月29日已提交业主审核             

仪表：N/A                                                                            ",,,A - Proceed,2026/4/28,N/A,,,,Partial,2026/4/28,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-07-01,PR2ME-PIL-QTY-59-HOP-2110-07-01,,,TRUE,FALSE,FALSE,1,0,,
750,Process,2110-06,BOP,LSU-CR-P-41,2110-06-08,2113-CV-301-M1,Primary Crusher 3 Discharge Conveyor Motor,,,,0,,,MEC+ELE,,PIL(MCC7),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-2110-06-08,N/A,PR2ME-PIL-QTY-65-HOP-2110-06-08,,,A - Proceed,2026/4/20,N/A,,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-06-08,PR2ME-PIL-QTY-59-HOP-2110-06-08,,PR2ME-PIL-QTY-65-HOP-2110-06-08,TRUE,FALSE,TRUE,1,0,,
751,Process,2110-06,BOP,LSU-CR-P-41,2110-06-07,2113-BRK-301/2113-HP-301,Primary Crusher 3 Discharge Conveyor Brake & Hydraulic Power Pack,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-07,N/A,"电气：PR2ME-2100-PIL-QTY-RQI-50209走查完毕，预计5月1日提交HOP

仪表：NA",,,A - Proceed,2026/4/23,N/A,,,,Partial,2026/4/23,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-06-07,PR2ME-PIL-QTY-59-HOP-2110-06-07,,,TRUE,FALSE,FALSE,1,0,,
752,Process,2110-06,BOP,LSU-CR-P-41,2110-06-06,2113-FA-311/2113-PU-311,Primary Crusher 3 Discharge Conveyor Oil Cooler Pump,,,,0,,,MEC+ELE,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-06,N/A,"电气：
子系统RQI已走查完成，预计5月2日提交HOP审核，
HOP包：PR2ME-PIL-QTY-65-HOP-2110-06-06；

仪表：NA",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-06-06,PR2ME-PIL-QTY-59-HOP-2110-06-06,,,TRUE,FALSE,FALSE,1,0,,
753,Process,2110-06,BOP,LSU-CR-P-41,2110-06-02,2113-SC-301,Primary Crusher 3 Discharge Conveyor Weightometer,,,,0,,,MEC+INS,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-02,N/A,"电气：N/A

仪表：PR2ME-2100-PIL-QTY-RQI-60091
子系统RQI已申请最终走查，预计5月3日走查",,,A - Proceed,2026/4/28,N/A,,,,Partial,2026/4/28,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-06-02,PR2ME-PIL-QTY-59-HOP-2110-06-02,,,TRUE,FALSE,FALSE,1,1,,
754,Process,2110-06,BOP,LSU-CR-P-41,2110-06-01,2113-CV-301,Primary Crusher 3 Discharge Conveyor,,,,0,,,MEC+PIP+INS,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2110-06-01,PR2ME-PIL-QTY-50-HOP-MW-2110-06-01,"电气：N/A

仪表：
子系统RQI：预计5月5日报验",,,A - Proceed,2026/4/28,A - Proceed,2026/1/22,,,Partial,2026/4/28,Partial,2026/1/22,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-06-01,PR2ME-PIL-QTY-59-HOP-2110-06-01,PR2ME-PIL-QTY-50-HOP-MW-2110-06-01,,TRUE,TRUE,FALSE,0,1,,
755,Process,2110-05,BOP,LSU-CR-P-41,2110-05-01,2111-RB-305,Primary Crusher 3 Rock Breaker,,,,0,,,MEC+ELE,,PIL(MCC7),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-2110-05-01,N/A,PR2ME-PIL-QTY-65-HOP-2110-05-01,,,A - Proceed,2026/4/24,N/A,,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-05-01,PR2ME-PIL-QTY-59-HOP-2110-05-01,,PR2ME-PIL-QTY-65-HOP-2110-05-01,TRUE,FALSE,TRUE,1,0,,
756,Process,2110-04,BOP,LSU-CR-P-41,2110-04-01,2111-ME-307,Primary Crusher 3 Lube & MPS Unit,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC7),,14-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-04-01,PR2ME-PIL-QTY-50-HOP-LOL-2110-04-01,"电气： PR2ME-2100-PIL-QTY-RQI-50204
子系统RQI已申请最终走查，预计5月1日走查；

仪表：
子系统RQI已走查完成，预计5月2日提交HOP包审核；
HOP包：PR2ME-PIL-QTY-70-HOP-2110-04-01；",,4-PRC pre-comm,A - Proceed,2026/3/12,,,,,Partial,2026/3/12,Partial,2026/3/12,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-04-01,PR2ME-PIL-QTY-59-HOP-2110-04-01,PR2ME-PIL-QTY-50-HOP-LOL-2110-04-01,,TRUE,TRUE,FALSE,1,1,,
757,Process,2110-01,BOP,LSU-CR-P-41,2110-01-04,2111-LU-302,Primary Crusher 3 Spider Lube Oil System,,,,0,,,MEC+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-01-04,N/A,"电气：
子系统RQI已走查完成，预计5月1日提交HOP包审核；
HOP包：PR2ME-PIL-QTY-65-HOP-2110-01-04；

仪表：PR2ME-2100-PIL-QTY-RQI-60086
子系统RQI已申请最终走查，预计5月1日走查；",,4-PRC pre-comm,A - Proceed,2026/3/12,N/A,,,,Partial,2026/3/12,Partial,2026/3/12,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-01-04,PR2ME-PIL-QTY-59-HOP-2110-01-04,,,TRUE,FALSE,FALSE,1,1,,
758,Process,2110-01,BOP,LSU-CR-P-41,2110-01-03,2111-CA-301,Primary Crusher 3 Cameras,,,,0,,,ELE+INS,,PIL(MCC7),,,,N/A,N/A,"电气：
子系统RQI：预计5月5日报验

仪表：
子系统RQI：预计5月5日报验",,,N/A,,N/A,,,,,,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-01-03,,,,FALSE,FALSE,FALSE,1,1,,
759,Process,2110-01,BOP,LSU-CR-P-41,2110-01-02,2111-BL-301,Primary Crusher 3 Seal Blower,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-01-02,PR2ME-PIL-QTY-50-HOP-AB-2110-01-02,"电气：
PR2ME-PIL-QTY-65-HOP-2110-01-02

仪表：
子系统RQI已走查完成，预计5月1日提交HOP包审核；
HOP包：PR2ME-PIL-QTY-70-HOP-2110-01-02，
",,4-PRC pre-comm,A - Proceed,2026/3/9,A - Proceed,2026/1/8,,,Partial,2026/3/9,Partial,2026/3/9,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-01-02,PR2ME-PIL-QTY-59-HOP-2110-01-02,PR2ME-PIL-QTY-50-HOP-AB-2110-01-02,PR2ME-PIL-QTY-65-HOP-2110-01-02,TRUE,TRUE,FALSE,1,1,,
760,Process,2110-01,BOP,LSU-CR-P-41,2110-01-01,2111-CR-301,Primary Crusher 3,,,,0,,,MEC+ELE+INS,,PIL(MCC7),,15-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2110-01-01,N/A,"电气：
子系统RQI已走查完成，预计5月1日提交HOP包审核，
HOP包：PR2ME-PIL-QTY-65-HOP-2110-01-01；

仪表：
PR2ME-2100-PIL-QTY-RQI-60005；A类尾项已关闭完成；
PR2ME-2100-PIL-QTY-RQI-60036；12个A项需提交TQ给业主确认；
PR2ME-2100-PIL-QTY-RQI-60046，电缆测试无A类尾项；
有A类尾项，4月15日NFCCHN-TECHQ-001985回复需要加带中间继电器的JB箱，等待材料进场（PIL采购部：TQ1985，SRN-1882,预计5月15日到货）
报验时间待定；",,4-PRC pre-comm,A - Proceed,2026/4/28,N/A,,,,Partial,2026/4/28,,,Crushing & OLC,LSU-CR-P-41 Primary Crusher 3,,TRUE,2110-01-01,PR2ME-PIL-QTY-59-HOP-2110-01-01,,,TRUE,FALSE,FALSE,1,1,,
769,Process,2100-07,Train 1,LSU-CR-P-01,2100-07-01,,Potable Water & Safety Shower Distribution,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(D:-70d),PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,27-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-POW-2100-07-01,N/A,,,N/A,,A - Proceed,2026/4/28,N/A,,Subsystem C1C Ready,2026/4/28,,,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-07-01,,PR2ME-PIL-QTY-50-HOP-POW-2100-07-01,,FALSE,TRUE,FALSE,0,0,,
#ERROR!,Process,2100-06,Train 1,LSU-CR-P-01,2100-06-01,,Mine Fire Water Distribution,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-70d),PIP+INS,,PIL(MCC7),,TBD,,N/A,PR2ME-PIL-QTY-50-HOP-FW-2100-06-01,"电气：N/A
仪表：TQ
NFCCHN-TECHQ-001983,TQ已回复。PR2ME-2100-PIL-QTY-RQI-60083 已申请4月27日走查完成，预计4月29日提交70-HOP-2100-06-01",,4-PRC pre-comm,N/A,,A - Proceed,2026/4/22,,,Partial,2026/4/22,,,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-06-01,,PR2ME-PIL-QTY-50-HOP-FW-2100-06-01,,FALSE,TRUE,FALSE,0,1,,
771,Process,2100-05,BOP,LSU-CR-P-01,2100-05-02,,Mine Water Distribution BOP,16-Feb-2026,6-Apr-2026,23-Feb-2026,-42,15,(Non-Critical) (D:-49d) (C),PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,4-Apr-2026,,N/A,PR2ME-PIL-QTY-50-HOP-MW-2100-05-02,PR2ME-PIL-QTY-70-HOP-2100-05-02,,4-PRC pre-comm,N/A,,A - Proceed,2026/2/9,A - Proceed,2026/4/6,Subsystem C1C Ready,2026/4/6,Subsystem C1C Ready,2026/4/6,Plant Services,LSU-CR-P-40 Primary Air and Water Balance of Plant,,TRUE,2100-05-02,,PR2ME-PIL-QTY-50-HOP-MW-2100-05-02,PR2ME-PIL-QTY-70-HOP-2100-05-02,FALSE,TRUE,TRUE,0,1,,
/,Process,2100-05,Train 1,LSU-CR-P-01,2100-05-01,,Mine Water Distribution,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-70d),PIP+INS,,PIL(MCC7),,27-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-MW-2100-05-01,"电气：N/A
仪表：
RQI包:PR2ME-2100-PIL-QTY-RQI-60080,4月29日已提交05签字",,4-PRC pre-comm,N/A,,A - Proceed,2026/4/8,,,Partial,2026/4/8,Partial,2026/4/8,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-05-01,,PR2ME-PIL-QTY-50-HOP-MW-2100-05-01,,FALSE,TRUE,FALSE,0,1,,
/,Process,2100-04,Train 1,LSU-CR-P-01,2100-04-02,2170-VE-003,Surge Pile 2 Area Air Receiver,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-65d) (C),MEC+PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,TBD,,PR2ME-PIL-QTY-59-HOP-2100-04-02,PR2ME-PIL-QTY-50-HOP-AP-2100-04-02,PR2ME-PIL-QTY-70-HOP-2100-04-02,,,A - Proceed,2026/3/27,A - Proceed,2026/3/18,A - Proceed,2026/4/22,Subsystem C1C Ready,2026/4/22,Partial,2026/3/27,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-04-02,PR2ME-PIL-QTY-59-HOP-2100-04-02,PR2ME-PIL-QTY-50-HOP-AP-2100-04-02,PR2ME-PIL-QTY-70-HOP-2100-04-02,TRUE,TRUE,TRUE,0,1,,
774,Process,2100-04,Train 1,LSU-CR-P-01,2100-04-01,2170-CM-005,Surge Pile 2 Area Compressor,16-Feb-2026,13-Apr-2026,23-Feb-2026,-49,16,(Critical) (D:-58d) (C),MEC+ELE,,PIL(MCC7),UPLOADED TO ACONEX,19-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2100-04-01,N/A,PR2ME-PIL-QTY-65-HOP-2100-04-01,,,A - Proceed,2026/3/3,N/A,,A - Proceed,2026/4/15,Subsystem C1C Ready,2026/4/15,Subsystem C1C Ready,2026/4/15,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-04-01,PR2ME-PIL-QTY-59-HOP-2100-04-01,,PR2ME-PIL-QTY-65-HOP-2100-04-01,TRUE,FALSE,TRUE,1,0,,
/,Process,2100-03,Train 1,LSU-CR-P-01,2100-03-03,2170-VE-001,Primary Crusher Area Air Receiver,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-65d) (C),MEC+PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,5-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2100-03-03,PR2ME-PIL-QTY-50-HOP-AP-2100-03-03,PR2ME-PIL-QTY-70-HOP-2100-03-03,,4-PRC pre-comm,A - Proceed,2026/3/12,A - Proceed,2026/2/19,A - Proceed,2026/4/22,Subsystem C1C Ready,2026/4/22,Partial,2026/3/12,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-03-03,PR2ME-PIL-QTY-59-HOP-2100-03-03,PR2ME-PIL-QTY-50-HOP-AP-2100-03-03,PR2ME-PIL-QTY-70-HOP-2100-03-03,TRUE,TRUE,TRUE,0,1,,
/,Process,2100-03,Train 1,LSU-CR-P-01,2100-03-02,2170-CM-004,Primary Crusher 3 & 4 Air Compressor 2,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Non-Critical) (D:-70d)(P),MEC+PIP+ELE,,PIL(MCC7),,16-Apr-2026,,PR2ME-PIL-QTY-59-HOP-2100-03-02,PR2ME-PIL-QTY-50-HOP-DR-2100-03-02,"电气：
子系统RQI：预计5月4日报验
仪表：N/A",,4-PRC pre-comm,A - Proceed,2026/3/3,A - Proceed,2026/1/4,,,Partial,2026/3/3,Partial,2026/3/3,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-03-02,PR2ME-PIL-QTY-59-HOP-2100-03-02,PR2ME-PIL-QTY-50-HOP-DR-2100-03-02,,TRUE,TRUE,FALSE,1,0,,
/,Process,2100-03,Train 1,LSU-CR-P-01,2100-03-01,2170-CM-003,Primary Crusher 3 & 4 Air Compressor 1,16-Feb-2026,30-Mar-2026,23-Feb-2026,-35,14,(Important) (D:-45d) (C),MEC+PIP+ELE,,PIL(MCC7),UPLOADED TO ACONEX,13-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-03-01,PR2ME-PIL-QTY-50-HOP-DR-2100-03-01,PR2ME-PIL-QTY-65-HOP-2100-03-01,,4-PRC pre-comm,A - Proceed,2026/3/3,A - Proceed,2026/1/4,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-03-01,PR2ME-PIL-QTY-59-HOP-2100-03-01,PR2ME-PIL-QTY-50-HOP-DR-2100-03-01,PR2ME-PIL-QTY-65-HOP-2100-03-01,TRUE,TRUE,TRUE,1,0,,
778,Process,2100-02,Train 1,LSU-CR-P-01,2100-02-03,2111-VE-403,Primary Crusher 4 Discharge Chute Air Cannon 3,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-70d),MEC+INS,,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-02-03,N/A,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,,,A - Proceed,2026/3/24,N/A,,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/24,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-02-03,PR2ME-PIL-QTY-59-HOP-2100-02-03,,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,TRUE,FALSE,TRUE,0,1,,
779,Process,2100-02,Train 1,LSU-CR-P-01,2100-02-02,2111-VE-402,Primary Crusher 4 Discharge Chute Air Cannon 2,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-70d),MEC+INS,,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-02-02,N/A,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,,,A - Proceed,2026/3/24,N/A,,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/24,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-02-02,PR2ME-PIL-QTY-59-HOP-2100-02-02,,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,TRUE,FALSE,TRUE,0,1,,
/,Process,2100-02,Train 1,LSU-CR-P-01,2100-02-01,2111-VE-401,Primary Crusher 4 Discharge Chute Air Cannon 1,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-70d),MEC+PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-02-01,PR2ME-PIL-QTY-50-HOP-AP-2100-02-01,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,,,A - Proceed,2026/3/24,A - Proceed,2026/1/4,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/24,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-02-01,PR2ME-PIL-QTY-59-HOP-2100-02-01,PR2ME-PIL-QTY-50-HOP-AP-2100-02-01,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,TRUE,TRUE,TRUE,0,1,,
781,Process,2100-01,BOP,LSU-CR-P-01,2100-01-03,2111-VE-303,Primary Crusher 3 Discharge Chute Air Cannon 3,16-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Non-Critical) (D:-36d) (C),MEC,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2100-01-03,N/A,"电气：N/A

仪表：
RQI包：PR2ME-2100-PIL-QTY-RQI-60089
子系统RQI已申请最终走查，预计5月2日走查",,,A - Proceed,2026/3/24,N/A,,,,Partial,2026/3/24,Subsystem C1C Ready,2026/3/24,Plant Services,LSU-CR-P-40 Primary Air and Water Balance of Plant,,TRUE,2100-01-03,PR2ME-PIL-QTY-59-HOP-2100-01-03,,,TRUE,FALSE,FALSE,0,0,,
782,Process,2100-01,BOP,LSU-CR-P-01,2100-01-02,2111-VE-302,Primary Crusher 3 Discharge Chute Air Cannon 2,16-Feb-2026,,23-Feb-2026,46076,,,MEC+INS,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2100-01-02,N/A,"电气：N/A

仪表：PR2ME-2100-PIL-QTY-RQI-60089
子系统RQI已申请最终走查，预计5月2日走查",,,A - Proceed,2026/3/24,N/A,,,,Partial,2026/3/24,Partial,2026/3/24,Plant Services,LSU-CR-P-40 Primary Air and Water Balance of Plant,,TRUE,2100-01-02,PR2ME-PIL-QTY-59-HOP-2100-01-02,,,TRUE,FALSE,FALSE,0,1,,
783,,3220,,LSU-CC-P-55,,,Crushed Pebbles Screening & Conveying,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
784,Process,3220-01,BOP,LSU-CC-P-55,3220-01-01,3215-CV-010,Pebble Crusher Discharge Conveyor,,,,0,,,,,PIL(MCC15),,,,"所属RQI（PR2ME-3200-PIL-QTY-RQI-30085）A类尾项未关闭：皮带拉绳卡扣未安装。（皮带防雨罩未安装（11号皮带(3215-CV-011)预计5月3日安装完成，12/13号皮带(3223-CV-012/013)防雨罩预计5月27日到货）；
皮带围栏未安装，最后一批预计5月28日到货）括号内已发邮件已降B类。
关闭可提交RQI（PR2ME-3200-PIL-QTY-30085），RQI签字后提交HOP包。
现场尾项已关闭，等待平台更新后提交验收资料",N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,,,N/A,,,,,,,,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-01,,,,FALSE,FALSE,FALSE,,,,
785,Process,3220-01,BOP,LSU-CC-P-55,3220-01-02,3215-CV-010,Pebble Crusher Discharge Conveyor Motor,,,,0,,,,,PIL(MCC15),,,,设备号登记错误，3215-CV-010-M1,N/A,"电气：计划6月15日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-02,,,,FALSE,FALSE,FALSE,,,,
786,Process,3220-01,BOP,LSU-CC-P-55,3220-01-03,3215-HT-010,Pebble Crusher Discharge Conveyor Take-Up Winch,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-01-03,N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,A - Proceed,2026/4/15,N/A,,,,Partial,2026/4/15,Partial,2026/4/15,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-03,PR2ME-PIL-QTY-59-HOP-3220-01-03,,,TRUE,FALSE,FALSE,,,,
788,Process,3220-01,BOP,LSU-CC-P-55,3220-01-05,3215-MS-005,Pebble Crusher Discharge Conveyor Magnet,,,,0,,,,,PIL(MCC15),,,,,N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,,,N/A,,,,,,,,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-05,,,,TRUE,FALSE,FALSE,,,,
789,Process,3220-01,BOP,LSU-CC-P-55,3220-01-06,3215-SC-007,Pebble Crusher Discharge Conveyor Weightometer,,,,0,,,,,PIL(MCC15),,,,,N/A,"仪表：计划6月15日子系统RQI现场验

电气：N/A",,,,,N/A,,,,,,,,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-06,,,,TRUE,FALSE,FALSE,,,,
790,Process,3220-02,BOP,LSU-CC-P-55,3220-02-01,3215-CV-011,Crushed Pebble Screening Feed Conveyor,,,,0,,,,,PIL(MCC15),,,,"所属RQI（PR2ME-3200-PIL-QTY-RQI-30085）A类尾项未关闭：皮带拉绳卡扣未安装。（皮带防雨罩未安装（11号皮带(3215-CV-011)预计5月3日安装完成，12/13号皮带(3223-CV-012/013)防雨罩预计5月27日到货）；
皮带围栏未安装，最后一批预计5月28日到货）括号内已发邮件已降B类。
关闭可提交RQI（PR2ME-3200-PIL-QTY-30085），RQI签字后提交HOP包。",N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,,,N/A,,,,,,,,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-01,,,,FALSE,FALSE,FALSE,,,,
791,Process,3220-02,BOP,LSU-CC-P-55,3220-02-02,3215-CV-011,Crushed Pebble Screening Feed Conveyor Motor,,,,0,,,,,PIL(MCC15),,,,设备号登记错误，3215-CV-011-M1,N/A,"电气：计划6月15日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-02,,,,FALSE,FALSE,FALSE,,,,
