/,Subsystem List,,,,,,,Skyline Data,,,,,,,,,,,,,,,,,Mechanical,,Piping,,E&I,,,,RCC / Aconex Report Last Week,,,,,,,,,,,,,,,,
/.,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
Remark
(Red: critical)","Priority
(1-Mill, 2-Air, 3-OLC2, 4-PRC)",Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Status,Date,Aconex Report (A - Proceed),Aconex Report Date,Area,LSU,,,Subsystem Number,Mechanical,Piping,Electrical&Instrument,一,二,三,七冶电气,七冶仪表,,
295,Process,3760-03,Train 1,LSU-CC-P-03,3760-03-01,,TK-015 Emergency Eyewash/Showers,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Non-Critical) (D:-42d) (C),PIP,,PIL(MCC7),UPLOADED TO ACONEX,7-Apr-2026,,N/A,PR2ME-PIL-QTY-50-HOP-POW-3760-03-01,N/A,,,N/A,,A - Proceed,2026/4/13,N/A,,Subsystem C1C Ready,2026/4/13,Subsystem C1C Ready,2026/4/13,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3760-03-01,,PR2ME-PIL-QTY-50-HOP-POW-3760-03-01,,FALSE,TRUE,FALSE,0,0,,
296,Process,3760-03,Train 1,LSU-CC-P-03,3760-03-02,,CCD Thickening Underflow Level & Central Structure Emergency Eyewash/Showers,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Non-Critical) (D:-56d),PIP+INS,,PIL(MCC7),,,,N/A,PR2ME-PIL-QTY-50-HOP-POW-3760-03-02,"电气：N/A

仪表：PR2ME-3500-PIL-QTY-RQI-60094已申请4月29日走查",,,N/A,,A - Proceed,2026/4/6,,,Partial,2026/4/6,Partial,2026/4/6,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3760-03-02,,PR2ME-PIL-QTY-50-HOP-POW-3760-03-02,,FALSE,TRUE,FALSE,0,1,,
297,Process,3760-03,Train 1,LSU-CC-P-03,3760-03-03,,Lime & Flocculant Area Emergency Eyewash/Showers,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Non-Critical) (D:-56d),N/A,,PIL(MCC7),UPLOADED TO ACONEX,17-Apr-2026,,N/A,PR2ME-PIL-QTY-50-HOP-POW-3760-03-03,N/A,,,N/A,,Issued for Review / Approval,2025/11/22,N/A,,,,,,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3760-03-03,,PR2ME-PIL-QTY-50-HOP-POW-3760-03-03,,FALSE,TRUE,FALSE,0,0,,
298,Process,3160-02,Train 1,LSU-CC-P-03,3160-02-01,3167-ME-349,Line 3 Mill Cooling Water Refill Skid,2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(Important) (D:-10d) (C),MEC+PIP,,PIL(MCC15),UPLOADED TO ACONEX,9-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3160-02-01,PR2ME-PIL-QTY-50-HOP-POW-3160-02-01,N/A,,1-Mill pre-comm,A - Proceed,2026/4/13,A - Proceed,2026/3/11,N/A,,Subsystem C1C Ready,2026/4/13,Subsystem C1C Ready,2026/4/13,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-02-01,PR2ME-PIL-QTY-59-HOP-3160-02-01,PR2ME-PIL-QTY-50-HOP-POW-3160-02-01,,TRUE,TRUE,FALSE,,,,
299,Process,3160-05,Train 1,LSU-CC-P-03,3160-05-01,3167-ME-345,SAG Mill 3 Cooling Water Circulation Pump Skid,2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(Important) (D:-10d) (C),MEC+ELE,,PIL(MCC15),UPLOADED TO ACONEX,6-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3160-05-01,N/A,PR2ME-PIL-QTY-65-HOP-3160-05-01,,1-Mill pre-comm,A - Proceed,2026/4/9,N/A,,A - Proceed,2026/3/12,Subsystem C1C Ready,2026/4/9,Subsystem C1C Ready,2026/4/9,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-05-01,PR2ME-PIL-QTY-59-HOP-3160-05-01,,PR2ME-PIL-QTY-65-HOP-3160-05-01,TRUE,FALSE,TRUE,,,,
300,Process,3160-05,Train 1,LSU-CC-P-03,3160-05-02,,SAG Mill 3 Cooling Water,2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(Important) (D:-9d) (C),PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,9-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-KC-3160-05-02,PR2ME-PIL-QTY-70-HOP-3160-05-02,,1-Mill pre-comm,N/A,,A - Proceed,2026/3/11,A - Proceed,2026/3/5,Subsystem C1C Ready,2026/3/11,Subsystem C1C Ready,2026/3/11,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-05-02,,PR2ME-PIL-QTY-50-HOP-KC-3160-05-02,PR2ME-PIL-QTY-70-HOP-3160-05-02,FALSE,TRUE,TRUE,,,,
301,Process,3160-05,Train 1,LSU-CC-P-03,3160-05-03,3167-CLL-311/312/313,"SAG Mill 3 Cooling Water Chiller 1, 2, & 3",2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(Important) (D:-11d) (C),MEC+PIP+ELE+INS,,PIL(MCC15),UPLOADED TO ACONEX,9-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3160-05-03,PR2ME-PIL-QTY-50-HOP-KC-3160-05-03,"PR2ME-PIL-QTY-65-HOP-3160-05-03
PR2ME-PIL-QTY-70-HOP-3160-05-03",,1-Mill pre-comm,A - Proceed,2026/3/11,A - Proceed,2026/3/13,A - Proceed,2026/3/12,Subsystem C1C Ready,2026/3/13,Subsystem C1C Ready,2026/3/13,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-05-03,PR2ME-PIL-QTY-59-HOP-3160-05-03,PR2ME-PIL-QTY-50-HOP-KC-3160-05-03,"PR2ME-PIL-QTY-65-HOP-3160-05-03
PR2ME-PIL-QTY-70-HOP-3160-05-03",TRUE,TRUE,TRUE,,,,
302,Process,3160-06,Train 1,LSU-CC-P-03,3160-06-01,3167-ME-347,Ball Mill 5 Cooling Water Circulation Pump Skid,2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(Important) (D:-11d) (C),MEC+ELE,,PIL(MCC15),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3160-06-01,N/A,PR2ME-PIL-QTY-65-HOP-3160-06-01,,1-Mill pre-comm,A - Proceed,2026/4/9,N/A,,A - Proceed,2026/3/14,Subsystem C1C Ready,2026/4/9,Subsystem C1C Ready,2026/4/9,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-06-01,PR2ME-PIL-QTY-59-HOP-3160-06-01,,PR2ME-PIL-QTY-65-HOP-3160-06-01,TRUE,FALSE,TRUE,,,,
303,Process,3160-06,Train 1,LSU-CC-P-03,3160-06-02,,Ball Mill 5 Cooling Water,2-Mar-2026,16-Mar-2026,2-Mar-2026,-14,12,(Important) (D:-19d) (C),PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,12-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-KC-3160-06-02,PR2ME-PIL-QTY-70-HOP-3160-06-02,,1-Mill pre-comm,N/A,,A - Proceed,2026/3/21,A - Proceed,2026/4/6,Subsystem C1C Ready,2026/4/6,Subsystem C1C Ready,2026/4/6,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-06-02,,PR2ME-PIL-QTY-50-HOP-KC-3160-06-02,PR2ME-PIL-QTY-70-HOP-3160-06-02,FALSE,TRUE,TRUE,,,,
304,Process,3160-06,Train 1,LSU-CC-P-03,3160-06-03,3167-CLL-321/322,Ball Mill 5 Cooling Water Chiller 1 & 2,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),MEC+PIP+ELE+INS,,PIL(MCC15),UPLOADED TO ACONEX,12-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3160-06-03,PR2ME-PIL-QTY-50-HOP-KC-3160-06-03,"PR2ME-PIL-QTY-65-HOP-3160-06-03
PR2ME-PIL-QTY-70-HOP-3160-06-03",,1-Mill pre-comm,A - Proceed,2026/3/9,A - Proceed,2026/3/13,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Partial,2026/3/13,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-06-03,PR2ME-PIL-QTY-59-HOP-3160-06-03,PR2ME-PIL-QTY-50-HOP-KC-3160-06-03,"PR2ME-PIL-QTY-65-HOP-3160-06-03
PR2ME-PIL-QTY-70-HOP-3160-06-03",TRUE,TRUE,TRUE,,,,
305,Process,3160-07,Train 1,LSU-CC-P-03,3160-07-01,3167-CLL-001,Spare Cooling Water Chiller,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),MEC+PIP+ELE+INS,,PIL(MCC15),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3160-07-01,PR2ME-PIL-QTY-50-HOP-KC-3160-07-01,"PR2ME-PIL-QTY-65-HOP-3160-07-01
PR2ME-PIL-QTY-70-HOP-3160-07-01",,1-Mill pre-comm,A - Proceed,2026/3/9,A - Proceed,2026/3/13,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Partial,2026/3/13,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3160-07-01,PR2ME-PIL-QTY-59-HOP-3160-07-01,PR2ME-PIL-QTY-50-HOP-KC-3160-07-01,"PR2ME-PIL-QTY-65-HOP-3160-07-01
PR2ME-PIL-QTY-70-HOP-3160-07-01",TRUE,TRUE,TRUE,,,,
306,,3600,,LSU-CC-P-43,,,Concentrator Utilities BOP,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
307,Process,3630-08,BOP,LSU-CC-P-43,3630-08-05,,Regrind Area Gland Water Distribution Header BOP,,,,0,,,,,PIL(MCC15),,,,,剩余1条A类尾项，计划4月30日关闭,N/A,,,,,,,N/A,,,,,,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3630-08-05,,,,TRUE,FALSE,FALSE,,,,
308,Process,3630-10,BOP,LSU-CC-P-43,3630-10-03,3166-PU-035/036/037,"Line 4 Cyclone Feed Pumps Gland Water Pumps 1, 2, & 3",2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Non-Critical) (D:-56d)(P),MEC+PIP+ELE+INS,,PIL(MCC15),,,,HOP包（PR2ME-PIL-QTY-59-HOP-3160-10-03）等待MCCR-69签回后提交,PR2ME-PIL-QTY-50-HOP-GWP-3630-10-03,"PR2ME-PIL-QTY-65-HOP-3630-10-03
PR2ME-PIL-QTY-70-HOP-3630-10-03",,,,,A - Proceed,2026/3/16,A - Proceed,2026/4/17,Partial,2026/4/17,Partial,2026/3/16,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3630-10-03,,PR2ME-PIL-QTY-50-HOP-GWP-3630-10-03,"PR2ME-PIL-QTY-65-HOP-3630-10-03
PR2ME-PIL-QTY-70-HOP-3630-10-03",FALSE,TRUE,TRUE,,,,
309,Process,3760-01,BOP,LSU-CC-P-43,3760-01-05,,Mill Area Potable Water Distribution BOP,,13-Apr-2026,,-46125,16,(D:-138d) (C),PIP,,PIL(MCC7&15),UPLOADED TO ACONEX,7-Apr-2026,,N/A,PR2ME-PIL-QTY-50-HOP-POW-3760-01-05,N/A,,2-Air pre-comm,N/A,,A - Proceed,2026/4/13,N/A,,Subsystem C1C Ready,2026/4/13,Subsystem C1C Ready,2026/4/13,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3760-01-05,,PR2ME-PIL-QTY-50-HOP-POW-3760-01-05,,FALSE,TRUE,FALSE,0,0,,
310,Process,3160-01,BOP,LSU-CC-P-43,3160-01-01,3167-ME-451,Line 4 Mill Cooling Water Refill Skid,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3160-01-01,PR2ME-PIL-QTY-50-HOP-POW-3160-01-01,"电气：计划6月6日子系统RQI现场验收

仪表：N/A",,,A - Proceed,2026/4/10,A - Proceed,2026/4/15,,,Partial,2026/4/15,Partial,2026/4/15,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-01-01,PR2ME-PIL-QTY-59-HOP-3160-01-01,PR2ME-PIL-QTY-50-HOP-POW-3160-01-01,,TRUE,TRUE,FALSE,,,,
311,Process,3160-03,BOP,LSU-CC-P-43,3160-03-01,3167-ME-447,SAG Mill 4 Cooling Water Circulation Pump Skid,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3160-03-01,N/A,"电气：
4月22日子系统已送至现场验收，待验收
PR2ME-3100-PIL-QTY-RQI-50307",,,A - Proceed,2026/4/10,N/A,,,,Partial,2026/4/10,Partial,2026/4/10,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-03-01,PR2ME-PIL-QTY-59-HOP-3160-03-01,,,TRUE,FALSE,FALSE,,,,
312,Process,3160-03,BOP,LSU-CC-P-43,3160-03-02,,SAG Mill 4 Cooling Water,,,,0,,,,,PIL(MCC15),,,,,PR2ME-PIL-QTY-50-HOP-KC-3160-03-02,"仪表：
4月29日子系统RQI已送至现场验收，待验收
PR2ME-3100-PIL-QTY-RQI-60213

电气：N/A",,,,,A - Proceed,2026/4/13,,,Partial,2026/4/13,Partial,2026/4/13,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-03-02,,PR2ME-PIL-QTY-50-HOP-KC-3160-03-02,,TRUE,TRUE,FALSE,,,,
313,Process,3160-03,BOP,LSU-CC-P-43,3160-03-03,3167-CLL-411/412/413,SAG Mill 4 Cooling Water Chillers,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3160-03-03,PR2ME-PIL-QTY-50-HOP-KC-3160-03-03,"电气：
4月18日子系统已送至现场报验",,,A - Proceed,2026/3/31,A - Proceed,2026/4/15,,,Partial,2026/4/15,Partial,2026/4/15,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-03-03,PR2ME-PIL-QTY-59-HOP-3160-03-03,PR2ME-PIL-QTY-50-HOP-KC-3160-03-03,,TRUE,TRUE,FALSE,,,,
314,Process,3160-04,BOP,LSU-CC-P-43,3160-04-01,3167-ME-449,Ball Mill 6 Cooling Water Circulation Pump Skid,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3160-04-01,N/A,"仪表：计划6月6日子系统RQI现场验收

电气：计划6月6日子系统RQI现场验收",,,A - Proceed,2026/4/2,N/A,,,,Partial,2026/4/2,Partial,2026/4/2,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-04-01,PR2ME-PIL-QTY-59-HOP-3160-04-01,,,TRUE,FALSE,FALSE,,,,
315,Process,3160-04,BOP,LSU-CC-P-43,3160-04-02,,Ball Mill 6 Cooling Water,,,,0,,,,,PIL(MCC15),,,,,PR2ME-PIL-QTY-50-HOP-KC-3160-04-02,"仪表：计划6月6日子系统RQI现场验收

电气：N/A",,,,,A - Proceed,2026/4/20,,,Partial,2026/4/20,,,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-04-02,,PR2ME-PIL-QTY-50-HOP-KC-3160-04-02,,TRUE,TRUE,FALSE,,,,
316,Process,3160-04,BOP,LSU-CC-P-43,3160-04-03,3167-CLL-421/422,Ball Mill 6 Cooling Water Chillers,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3160-04-03,PR2ME-PIL-QTY-50-HOP-KC-3160-04-03,"电气：
计划5月1日递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3160-04-03",,,A - Proceed,2026/4/21,A - Proceed,2026/4/10,,,Partial,2026/4/21,Partial,2026/4/10,Plant Services,LSU-CC-P-43 Concentrator Utilities Balance of Plant,,TRUE,3160-04-03,PR2ME-PIL-QTY-59-HOP-3160-04-03,PR2ME-PIL-QTY-50-HOP-KC-3160-04-03,,TRUE,TRUE,FALSE,,,,
317,,3310,,LSU-CC-P-04,,,Line 6 Rougher/Scavenger Flotation,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
318,Process,3310-01,Train 1,LSU-CC-P-04,3310-01-01,,Rougher Surge Launders & Boxes,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),PIP+INS,,PIL(MCC15),,10-Apr-2026,,PR2ME-PIL-QTY-59-HOP-3310-01-01,PR2ME-PIL-QTY-50-HOP-CO-3310-01-01,"电气：N/A

仪表：
问题：
4月24日子系统RQI已送至现场报验，待验收
PR2ME-3300-PIL-QTY-RQI-60127",,,A - Proceed,2026/4/20,A - Proceed,2026/4/15,,,Partial,2026/4/20,Partial,2026/4/15,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-01-01,PR2ME-PIL-QTY-59-HOP-3310-01-01,PR2ME-PIL-QTY-50-HOP-CO-3310-01-01,,TRUE,TRUE,FALSE,,,,
319,Process,3310-01,Train 1,LSU-CC-P-04,3310-01-02,,Rougher Flotation Surge Tank & Agitator & VSD,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),MEC+PIP+ELE+INS,,PIL(MCC15),,TBD,PIP： The scaffolding on TK006 needs to be dismentled ASAP ,"PR2ME-PIL-QTY-59-HOP-3310-01-02
PR2ME-3300-PIL-QTY-59-HOP-0001","1、包内含有22条管道
3300管线22条矿浆管，完成17条；报验0条。
2、问题：
TK006业主防腐外架影响
下一步工作计划：
4月30日验收。

PR2ME-PIL-QTY-50-HOP-CO-3310-01-02","仪表：无A类尾项
阿曼反馈修改
计划4月29日HOP包递交至阿曼审核PR2ME-PIL-QTY-70-HOP-3310-01-02

电气：无A类尾项
问题：
4月16日子系统现场验收完成，RQI未签字
RQI：PR2ME-3300-PIL-QTY-RQI-50113",,,A - Proceed,2026/3/24,,,,,Partial,2026/3/24,,,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-01-02,"PR2ME-PIL-QTY-59-HOP-3310-01-02
PR2ME-3300-PIL-QTY-59-HOP-0001",,,TRUE,FALSE,FALSE,,,,
320,Process,3310-01,Train 1,LSU-CC-P-04,3310-01-03,,Rougher Surge Tank Area Sump Pump,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),PIP+ELE+INS,,PIL(MCC15),,30-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3310-01-03,PR2ME-PIL-QTY-50-HOP-SP-3310-01-03,"仪表：
问题：
4月24日子系统RQI已送至现场报验，待验收 
PR2ME-3300-PIL-QTY-RQI-60126

电气：PR2ME-PIL-QTY-65-HOP-3310-01-03",,,Issued for Review / Approval,2026/3/6,A - Proceed,2026/4/28,,,Partial,2026/4/28,,,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-01-03,PR2ME-PIL-QTY-59-HOP-3310-01-03,PR2ME-PIL-QTY-50-HOP-SP-3310-01-03,PR2ME-PIL-QTY-65-HOP-3310-01-03,TRUE,TRUE,FALSE,,,,
321,Process,3310-02,Train 1,LSU-CC-P-04,3310-02-01,,Line 6 Rougher Feed Pump & VSD & Feed Box,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),PIP+ELE+INS,,PIL(MCC15),,TBD,"
","
4月21日尾项已更新完成，4月22日已提交RQI(PR2ME-3300-PIL-QTY-RQI-30350)",PR2ME-PIL-QTY-50-HOP-CO-3310-02-01,"仪表：1个A类尾项
计划4月30日关闭尾项
计划5月1日HOP包递交至阿曼审核PR2ME-PIL-QTY-70-HOP-3310-02-01


电气：1个A类尾项（西门子高压柜内部配线错误）
计划4月29日尾项关闭完成
计划5月1日HOP包递交至阿曼审核
PR2ME-PIL-QTY-65-HOP-3310-02-01",,,,,A - Proceed,2026/4/20,,,Partial,2026/4/20,,,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-02-01,,PR2ME-PIL-QTY-50-HOP-CO-3310-02-01,,FALSE,TRUE,FALSE,,,,
322,Process,3310-02,Train 1,LSU-CC-P-04,3310-02-02,3312-FC-601,Line 6 Rougher Cell 1 & Agitator,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d)(P),MEC+PIP+ELE+INS,,PIL(MCC15),,10-Apr-2026,,PR2ME-PIL-QTY-59-HOP-3310-02-02,PR2ME-PIL-QTY-50-HOP-FT-3310-02-02,"仪表：2个A类尾项
计划5月1日HOP包递交至阿曼审核PR2ME-PIL-QTY-70-HOP-3310-02-02

电气：2个A类尾项
计划4月30日关闭尾项
计划5月1日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3310-02-02",,,A - Proceed,2026/4/9,A - Proceed,2026/3/31,,,Partial,2026/4/9,Partial,2026/4/9,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-02-02,PR2ME-PIL-QTY-59-HOP-3310-02-02,PR2ME-PIL-QTY-50-HOP-FT-3310-02-02,,TRUE,TRUE,FALSE,,,,
323,Process,3310-02,Train 1,LSU-CC-P-04,3310-02-03,3312-FC-602,Line 6 Rougher Cell 2 & Agitator,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d)(P),MEC+PIP+ELE,,PIL(MCC15),,10-Apr-2026,,PR2ME-PIL-QTY-59-HOP-3310-02-03,PR2ME-PIL-QTY-50-HOP-FT-3310-02-03,"仪表：
PR2ME-PIL-QTY-70-HOP-3310-02-03

电气：无A类尾项
问题：
计划4月30日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3310-02-03",,,A - Proceed,2026/4/6,A - Proceed,2026/3/13,,,Partial,2026/4/6,Partial,2026/4/6,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-02-03,PR2ME-PIL-QTY-59-HOP-3310-02-03,PR2ME-PIL-QTY-50-HOP-FT-3310-02-03,PR2ME-PIL-QTY-70-HOP-3310-02-03,TRUE,TRUE,FALSE,,,,
324,Process,3310-02,Train 1,LSU-CC-P-04,3310-02-04,,"Line 6 Rougher Launders 1,2,3,4 & Feed Box & Concentrate Box 1,2 ",23-Mar-2026,16-Mar-2026,23-Mar-2026,7,12,(G:2d) (C),MEC,,PIL(MCC15),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-3310-02-04,N/A,N/A,,,A - Proceed,2026/3/21,N/A,,N/A,,Subsystem C1C Ready,2026/3/21,Subsystem C1C Ready,2026/3/21,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-02-04,PR2ME-PIL-QTY-59-HOP-3310-02-04,,,TRUE,FALSE,FALSE,,,,
325,Process,3310-03,Train 1,LSU-CC-P-04,3310-03-01,3312-TK-607,Line 6 CPS Conditioning Tank 1 & Agitator & VSD,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),MEC+PIP+ELE+INS,,PIL(MCC15),,TBD,"①Piping: shortage of Victaulic ring, ETA 17 May.（Jack)
",PR2ME-PIL-QTY-59-HOP-3310-03-01,"1、包内含有5条管道
3300管线5条矿浆管，已报验完成。
2、问题：缺少定位卡环。（PIL采购部：最后一批沟槽材料，正在政府审批，SRN-1101D，预计5月30日到货，持续关注进展）
下一步工作计划：
剩余2条A类尾项（2条A类尾项缺少3/4""不锈钢管预计5月初到货）。
PR2ME-PIL-QTY-50-HOP-CO-3310-03-01","仪表：
问题：
4月24日子系统RQI已送至现场验收，待验收
PR2ME-3300-PIL-QTY-RQI-60129

电气：3个A类尾项
计划4月30日尾项关闭完成
计划5月1日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3310-03-01",,,A - Proceed,2026/3/31,,,,,Partial,2026/3/31,Partial,2026/3/31,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-03-01,PR2ME-PIL-QTY-59-HOP-3310-03-01,,,TRUE,FALSE,FALSE,,,,
326,Process,3310-03,Train 1,LSU-CC-P-04,3310-03-02,3312-TK-608,Line 6 Collector Conditioning Tank 1 & Agitator & VSD,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),MEC+PIP+ELE,,PIL(MCC15),,TBD,"①Piping: shortage of Victaulic DN1000*750 ECC reducer, coupling and ring, ETA 17 May.
(Jack)  change to CAT-B",PR2ME-PIL-QTY-59-HOP-3310-03-02,"1、包内含有8条管道
3300管线8条管线，完成5条，4月4日已报验完成，
2、问题：

下一步工作计划：
剩余A类尾项4条（2条压力表缺少卡套式接头，2条缺少DN10直接头预计4月底到货）
PR2ME-PIL-QTY-50-HOP-CO-3310-03-02","仪表：N/A

电气：无A类尾项
计划4月28日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3310-03-02",,,A - Proceed,2026/4/22,,,,,Partial,2026/4/22,,,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-03-02,PR2ME-PIL-QTY-59-HOP-3310-03-02,,,TRUE,FALSE,FALSE,,,,
327,Process,3310-03,Train 1,LSU-CC-P-04,3310-03-03,,Line 6  CPS Tank 1 H2S Alarm & Siren,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d),INS,,PIL(MCC15),,13-Apr-2026,,N/A,N/A,"电气：N/A

仪表：7个A类尾项
计划5月1日尾项关闭完成
计划5月2日HOP包递交至阿曼审核PR2ME-PIL-QTY-70-HOP-3310-03-03",,,N/A,,N/A,,,,,,,,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-03-03,,,,FALSE,FALSE,FALSE,,,,
328,Process,3310-04,Train 1,LSU-CC-P-04,3310-04-01,3312-FC-603,Line 6 Rougher Cell 3 & Agitator,23-Mar-2026,27-Apr-2026,23-Mar-2026,-35,18,(Critical) (D:-35d)(P),MEC+PIP+ELE,,PIL(MCC15),,13-Apr-2026,,PR2ME-PIL-QTY-59-HOP-3310-04-01,PR2ME-PIL-QTY-50-HOP-FT-3310-04-01,"仪表：N/A

电气：
4月14日子系统RQI已送至现场报验，待验收
PR2ME-3300-PIL-QTY-RQI-50097",,,A - Proceed,2026/4/6,A - Proceed,2026/3/13,,,Partial,2026/4/6,Partial,2026/4/6,Flotation,LSU-CC-P-04 Line 6 Rougher/Scavenger Flotation,,TRUE,3310-04-01,PR2ME-PIL-QTY-59-HOP-3310-04-01,PR2ME-PIL-QTY-50-HOP-FT-3310-04-01,,TRUE,TRUE,FALSE,,,,
