查找,,,,,,,,,,,,,,,,,365,"Total Subsystem QTY (Week 20, 21 and 22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/.,,,,,,,,,,,,,,,,,81,Uploaded QTY(uploaded/canceled/N/A),,,,,,,RCC Verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Master List - 3-Week Lookahead
February 2nd, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"3WLA on Weeks: 6, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems 3WLA,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Received Last Week,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Forecasted Next Week,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Delayed from Last week,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems Next Week,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
251,,5300,,LSU-CC-P-42,,,Seawater Intake & Process Water BOP,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
252,Process,5310-01,BOP,LSU-CC-P-42,5310-01-01,5310-PU-015,Seawater Intake Vetical Turbine Pump 15,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-01-01,PR2ME-PIL-QTY-50-HOP-DR-5310-01-01,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-01-01,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-01-01,PR2ME-PIL-QTY-59-HOP-5310-01-01,PR2ME-PIL-QTY-50-HOP-DR-5310-01-01,,TRUE,TRUE,FALSE,,,,
253,Process,5310-01,BOP,LSU-CC-P-42,5310-01-02,5310-PU-016,Seawater Intake Vetical Turbine Pump 16,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-01-02,PR2ME-PIL-QTY-50-HOP-DR-5310-01-02,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-01-02,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-01-02,PR2ME-PIL-QTY-59-HOP-5310-01-02,PR2ME-PIL-QTY-50-HOP-DR-5310-01-02,,TRUE,TRUE,FALSE,,,,
254,Process,5310-01,BOP,LSU-CC-P-42,5310-01-03,5310-PU-017,Seawater Intake Vetical Turbine Pump 17,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-01-03,PR2ME-PIL-QTY-50-HOP-GWF-5310-01-03,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-01-03,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-01-03,PR2ME-PIL-QTY-59-HOP-5310-01-03,PR2ME-PIL-QTY-50-HOP-GWF-5310-01-03,,TRUE,TRUE,FALSE,,,,
255,Process,5310-01,BOP,LSU-CC-P-42,5310-01-04,5310-PU-018,Seawater Intake Vetical Turbine Pump 18,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-01-04,PR2ME-PIL-QTY-50-HOP-GWF-5310-01-04,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-01-04,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-01-04,PR2ME-PIL-QTY-59-HOP-5310-01-04,PR2ME-PIL-QTY-50-HOP-GWF-5310-01-04,,TRUE,TRUE,FALSE,,,,
256,Process,5310-02,BOP,LSU-CC-P-42,5310-02-01,5310-PU-010,Seawater Intake Vetical Turbine Pump 10,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC&MCC15),,,"

PIP: The remaining DN1350 90° elbow is scheduled for installation during the mid-July shutdown.







剩余一个DN1350的90°弯头需等老厂7月中旬停产时安装。",PR2ME-PIL-QTY-59-HOP-5310-02-01,"SCC: 
1、RQI PR2ME-5300-PIL-QTY-RQ1-40289  4.30号走查完成
2、RQI PR2ME-5300-PIL-QTY-RQ1-40289预计5.4号提交业主审核签字
3、PR2ME-PIL-QTY-50-HOP-DR-5310-02-01 PartA-K ，已审核完成待管线验收全部完成再组包

4、海水管已全部走查完成，有97个A类尾项，预计5.25号申请关闭完成。剩余一个DN1350的90°弯头需等老厂7月中旬停产时安装。

MCC15：
两片DN1400法兰已到场，预计完成时间5月18日安装完成。
PR2ME-PIL-QTY-50-HOP-SW-5310-02-01","RQI正在签字，预计13号提交，14号走查



仪表：一块流量开关安装后丢失（已自购，预计5月18日到货）",,,A - Proceed,2026/4/22,,,,,Partial,2026/4/22,Partial,2026/4/17,,,,,5310-02-01,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-01,PR2ME-PIL-QTY-59-HOP-5310-02-01,,,TRUE,FALSE,FALSE,,,,
257,Process,5310-02,BOP,LSU-CC-P-42,5310-02-02,5310-PU-011,Seawater Intake Vetical Turbine Pump 11,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-02-02,PR2ME-PIL-QTY-50-HOP-DR-5310-02-02,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-02-02,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-02,PR2ME-PIL-QTY-59-HOP-5310-02-02,PR2ME-PIL-QTY-50-HOP-DR-5310-02-02,,TRUE,TRUE,FALSE,,,,
258,Process,5310-02,BOP,LSU-CC-P-42,5310-02-03,5310-PU-012,Seawater Intake Vetical Turbine Pump 12,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-02-03,PR2ME-PIL-QTY-50-HOP-DR-5310-02-03,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-02-03,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-03,PR2ME-PIL-QTY-59-HOP-5310-02-03,PR2ME-PIL-QTY-50-HOP-DR-5310-02-03,,TRUE,TRUE,FALSE,,,,
259,Process,5310-02,BOP,LSU-CC-P-42,5310-02-04,5310-PU-013,Seawater Intake Vetical Turbine Pump 13,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-02-04,PR2ME-PIL-QTY-50-HOP-DR-5310-02-04,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-02-04,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-04,PR2ME-PIL-QTY-59-HOP-5310-02-04,PR2ME-PIL-QTY-50-HOP-DR-5310-02-04,,TRUE,TRUE,FALSE,,,,
260,Process,5310-02,BOP,LSU-CC-P-42,5310-02-05,5310-PU-014,Seawater Intake Vetical Turbine Pump 14,,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,,PR2ME-PIL-QTY-59-HOP-5310-02-05,PR2ME-PIL-QTY-50-HOP-DR-5310-02-05,RQI正在签字，预计13号提交，14号走查,,,A - Proceed,2026/4/17,A - Proceed,2026/5/8,,,Partial,2026/5/8,Partial,2026/4/17,,,,,5310-02-05,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-05,PR2ME-PIL-QTY-59-HOP-5310-02-05,PR2ME-PIL-QTY-50-HOP-DR-5310-02-05,,TRUE,TRUE,FALSE,,,,
261,Process,5310-02,BOP,LSU-CC-P-42,5310-02-06,5310-SN-002/003/004 & 5310-PU-020,"Traveling Screen, Trash Racks & Submersible Pump Vender Package",,,,0,,,MEC+PIP+ELE+INS,,PIL(SCC),,,"E&I: The radar level gauges at the screen inlet and outlet have been temporarily removed to prevent potential water ingress damage caused by high water levels.


筛网前后雷达液位，因安装位置水位过高，因担心仪表长期泡水损坏，已暂时拆除。",PR2ME-5300-PIL-QTY-59-HOP-0002,N/A,"预计15号提交，16号走查


仪表：1、筛网前后雷达液位，因安装位置水位过高，因担心仪表长期泡水损坏，已暂时拆除。",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,,,,,5310-02-06,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-06,PR2ME-5300-PIL-QTY-59-HOP-0002,,,TRUE,FALSE,FALSE,,,,
262,Process,5310-02,BOP,LSU-CC-P-42,5310-02-07,,Intake Basin,,,,0,,,,,PIL(SCC),N/A,,,N/A,N/A,液位计取消，TQ NFCCHN-TECHQ-0001906,,,N/A,,N/A,,,,,,,,,,,,5310-02-07,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-02-07,,,,FALSE,FALSE,FALSE,,,,
263,Process,5310-03,BOP,LSU-CC-P-42,5310-03-01,,Desalination and Seawater Firewater Distribution,,,,0,,,PIP+INS,,PIL(SCC),,,,N/A,PR2ME-PIL-QTY-50-HOP-FW-5310-03-01,"电气：N/A

仪表：1. 预计5月15日完成
2、预计5月16日走查",,,N/A,,A - Proceed,2026/5/2,,,Partial,2026/5/2,,,,,,,5310-03-01,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-03-01,,PR2ME-PIL-QTY-50-HOP-FW-5310-03-01,,FALSE,TRUE,FALSE,,,,
264,Process,5310-90,BOP,LSU-CC-P-42,5310-90-01,5310-CN-001,Jib Crane,,,,0,,,MEC+ELE,,PIL(SCC),,,,PR2ME-5300-PIL-QTY-59-HOP-0003,N/A,"电气：RQI正在签字，预计13号提交，14号走查

仪表：N/A",,,A - Proceed,2026/3/13,N/A,,,,Partial,2026/3/13,Partial,2026/3/13,,,,,5310-90-01,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,5310-90-01,PR2ME-5300-PIL-QTY-59-HOP-0003,,,TRUE,FALSE,FALSE,,,,
265,Process,3630-02,BOP,LSU-CC-P-42,3630-02-02,,Plant Process Water Header BOP,,20-Apr-2026,,-46132,17,(D:-145d) (C),PIP,,PIL(MCC15),UPLOADED TO ACONEX,,,N/A,PR2ME-PIL-QTY-50-HOP-PRW-3630-02-02,N/A,,,N/A,,A - Proceed,2026/4/20,N/A,,Subsystem C1C Ready,2026/4/20,,,,,,,3630-02-02,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,3630-02-02,,PR2ME-PIL-QTY-50-HOP-PRW-3630-02-02,,FALSE,TRUE,FALSE,,,,
266,Process,3630-05,BOP,LSU-CC-P-42,3630-05-03,3120-ME-421~424,Line 4 Mill Area & Cyclone Feed Monitor Cannons,,20-Apr-2026,,-46132,17,(D:-145d) (C),MEC+PIP,,PIL(MCC15),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-3630-05-03,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-03,N/A,,,A - Proceed,2026/4/20,A - Proceed,2026/4/13,N/A,,Subsystem C1C Ready,2026/4/20,Partial,2026/4/13,,,,,3630-05-03,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,3630-05-03,PR2ME-PIL-QTY-59-HOP-3630-05-03,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-03,,TRUE,TRUE,FALSE,,,,
267,Process,3630-05,BOP,LSU-CC-P-42,3630-05-05,,Line 4 Reclaim Tunnel Process Water,,16-Mar-2026,,-46097,12,(D:-112d) (C),PIP,,PIL(MCC15),UPLOADED TO ACONEX,,,N/A,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-05,N/A,,,N/A,,A - Proceed,2026/3/18,N/A,,Subsystem C1C Ready,2026/3/18,Partial,2026/3/18,,,,,3630-05-05,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,3630-05-05,,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-05,,FALSE,TRUE,FALSE,,,,
268,Process,3630-05,BOP,LSU-CC-P-42,3630-05-07,,Pebble Crushing HP Process Water Distribution BOP,,20-Apr-2026,,-46132,17,(D:-145d) (C),PIP,,PIL(MCC15),UPLOADED TO ACONEX,,,N/A,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-07,N/A,,,N/A,,A - Proceed,2026/4/20,N/A,,Subsystem C1C Ready,2026/4/20,,,,,,,3630-05-07,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,3630-05-07,,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-07,,FALSE,TRUE,FALSE,,,,
269,Process,3630-05,BOP,LSU-CC-P-42,3630-05-08,,High Pressure Process Water Distribution BOP,,13-Apr-2026,,-46125,16,(D:-140d) (C),PIP,,PIL(MCC15),UPLOADED TO ACONEX,,,N/A,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-08,N/A,,,N/A,,A - Proceed,2026/4/15,N/A,,Subsystem C1C Ready,2026/4/15,Partial,2026/4/15,,,,,3630-05-08,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,3630-05-08,,PR2ME-PIL-QTY-50-HOP-PRW-3630-05-08,,FALSE,TRUE,FALSE,,,,
270,Process,3630-06,BOP,LSU-CC-P-42,3630-06-05,,Flotation Water Distribution System BOP,,,,0,,,,,PIL(MCC15),,,,,"1.包内含有3条管线（PRW），未开始验收。
3700区管道3条，已安装0条，报验0条
2.问题：钢平台现场制作中，图纸有变更暂未发出。管道预制中
PR2ME-PIL-QTY-50-HOP-PRW-3630-15-02","仪表：计划6月6日子系统RQI现场验收

电气：N/A",,,,,,,,,,,,,,,,,3630-06-05,TRUE,Plant Services,LSU-CC-P-42 Seawater Intake and Process Water Balance of Plant,,TRUE,3630-06-05,,,,TRUE,#REF!,FALSE,,,,
271,,3600,,LSU-CC-P-03,,,Concentrator Utilities,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
272,Process,3630-08,Train 1,LSU-CC-P-03,3630-08-01,3466-TK-017,Cleaner Circuit Gland Water Tank,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-52d) (C),MEC+PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,22-Mar-2026,,PR2ME-3400-PIL-QTY-59-HOP-0001,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-01,PR2ME-PIL-QTY-70-HOP-3630-08-01,,,A - Proceed,2026/3/5,A - Proceed,2026/3/24,A - Proceed,2026/4/23,Subsystem C1C Ready,2026/4/23,Partial,2026/3/24,,,,,3630-08-01,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-08-01,PR2ME-3400-PIL-QTY-59-HOP-0001,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-01,PR2ME-PIL-QTY-70-HOP-3630-08-01,TRUE,TRUE,TRUE,,,,
273,Process,3630-08,Train 1,LSU-CC-P-03,3630-08-02,3466-PU-159,Cleaner Circuit Gland Water Ringmain Pump 1 & VSD,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),MEC+PIP+ELE+INS,,PIL(MCC15),UPLOADED TO ACONEX,14-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3630-08-02,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-02,"PR2ME-PIL-QTY-65-HOP-3630-08-02
PR2ME-PIL-QTY-70-HOP-3630-08-02",,,A - Proceed,2026/3/11,A - Proceed,2026/3/13,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Partial,2026/3/13,,,,,3630-08-02,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-08-02,PR2ME-PIL-QTY-59-HOP-3630-08-02,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-02,"PR2ME-PIL-QTY-65-HOP-3630-08-02
PR2ME-PIL-QTY-70-HOP-3630-08-02",TRUE,TRUE,TRUE,,,,
274,Process,3630-08,Train 1,LSU-CC-P-03,3630-08-03,3466-PU-160,Cleaner Circuit Gland Water Ringmain Pump 2 & VSD,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-51d) (C),MEC+PIP+ELE,,PIL(MCC15),UPLOADED TO ACONEX,14-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3630-08-03,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-03,PR2ME-PIL-QTY-65-HOP-3630-08-03,,,A - Proceed,2026/4/21,A - Proceed,2026/3/16,A - Proceed,2026/4/22,Subsystem C1C Ready,2026/4/22,Partial,2026/3/16,,,,,3630-08-03,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-08-03,PR2ME-PIL-QTY-59-HOP-3630-08-03,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-03,PR2ME-PIL-QTY-65-HOP-3630-08-03,TRUE,TRUE,TRUE,,,,
275,Process,3630-08,Train 1,LSU-CC-P-03,3630-08-04,,Regrind Area Gland Water Distribution Header,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,20-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-04,PR2ME-PIL-QTY-70-HOP-3630-08-04,,,N/A,,A - Proceed,2026/4/2,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Subsystem C1C Ready,2026/4/17,,,,,3630-08-04,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-08-04,,PR2ME-PIL-QTY-50-HOP-GWP-3630-08-04,PR2ME-PIL-QTY-70-HOP-3630-08-04,FALSE,TRUE,TRUE,,,,
276,Process,3630-09,Train 1,LSU-CC-P-03,3630-09-01,3366-TK-014,Rougher Flotation Gland Water Tank,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),MEC+PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-3300-PIL-QTY-59-HOP-0001,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-01,PR2ME-PIL-QTY-70-HOP-3630-09-01,,,A - Proceed,2026/3/5,A - Proceed,2026/3/24,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Subsystem C1C Ready,2026/4/17,,,,,3630-09-01,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-09-01,PR2ME-3300-PIL-QTY-59-HOP-0001,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-01,PR2ME-PIL-QTY-70-HOP-3630-09-01,TRUE,TRUE,TRUE,,,,
/.,Process,3630-09,Train 1,LSU-CC-P-03,3630-09-02,3366-PU-157,Rougher Concentrate Pumps Gland Water Ringmain Pump 1 & VSD,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Critical) (D:-57d) (C),MEC+PIP+ELE,,PIL(MCC15),UPLOADED TO ACONEX,13-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3630-09-02,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-02,PR2ME-PIL-QTY-65-HOP-3630-09-02,,,A - Proceed,2026/4/20,A - Proceed,2026/3/30,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/30,,,,,3630-09-02,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-09-02,PR2ME-PIL-QTY-59-HOP-3630-09-02,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-02,PR2ME-PIL-QTY-65-HOP-3630-09-02,TRUE,TRUE,TRUE,,,,
/,Process,3630-09,Train 1,LSU-CC-P-03,3630-09-03,3366-PU-158,Rougher Concentrate Pumps Gland Water Ringmain Pump 2 & VSD,2-Mar-2026,27-Apr-2026,2-Mar-2026,-56,18,(Critical) (D:-57d) (C),MEC+PIP+ELE,,PIL(MCC15),UPLOADED TO ACONEX,14-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3630-09-03,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-03,PR2ME-PIL-QTY-65-HOP-3630-09-03,,,A - Proceed,2026/4/20,A - Proceed,2026/3/25,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/25,,,,,3630-09-03,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-09-03,PR2ME-PIL-QTY-59-HOP-3630-09-03,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-03,PR2ME-PIL-QTY-65-HOP-3630-09-03,TRUE,TRUE,TRUE,,,,
,Process,3630-09,Train 1,LSU-CC-P-03,3630-09-04,,Rougher Concentrate Pumps Gland Water Distribution Header,2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,17-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-04,PR2ME-PIL-QTY-70-HOP-3630-09-04,,,N/A,,A - Proceed,2026/3/30,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Subsystem C1C Ready,2026/4/17,,,,,3630-09-04,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-09-04,,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-04,PR2ME-PIL-QTY-70-HOP-3630-09-04,FALSE,TRUE,TRUE,,,,
280,Process,3630-09,Train 1,LSU-CC-P-03,3630-09-05,,Rougher Concentrate Pumps Gland Water Distribution Header BOP,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(Critical) (D:-31d) (C),PIP,,PIL(MCC15),UPLOADED TO ACONEX,17-Mar-2026,,N/A,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-05,N/A,,,N/A,,A - Proceed,2026/4/2,N/A,,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,,,,,3630-09-05,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-09-05,,PR2ME-PIL-QTY-50-HOP-GWP-3630-09-05,,FALSE,TRUE,FALSE,,,,
281,Process,3630-10,Train 1,LSU-CC-P-03,3630-10-01,3166-TK-045,Grinding Area Gland Water Tank,2-Mar-2026,9-Mar-2026,2-Mar-2026,-7,11,(Important) (D:-11d) (C),MEC+PIP+INS,,PIL(MCC15),UPLOADED TO ACONEX,9-Mar-2026,,PR2ME-3100-PIL-QTY-59-HOP-0005,PR2ME-PIL-QTY-50-HOP-PRW-3630-10-01,PR2ME-PIL-QTY-70-HOP-3630-10-01,,,A - Proceed,2026/3/5,A - Proceed,2026/3/13,A - Proceed,2026/3/4,Subsystem C1C Ready,2026/3/13,Subsystem C1C Ready,2026/3/13,,,,,3630-10-01,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-10-01,PR2ME-3100-PIL-QTY-59-HOP-0005,PR2ME-PIL-QTY-50-HOP-PRW-3630-10-01,PR2ME-PIL-QTY-70-HOP-3630-10-01,TRUE,TRUE,TRUE,,,,
282,Process,3630-10,Train 1,LSU-CC-P-03,3630-10-02,3166-PU-074/075,Grinding Lime Ringmain Pump Gland Water Pump 1 & 2,2-Mar-2026,6-Apr-2026,2-Mar-2026,-35,15,(Critical) (D:-37d) (C),MEC+PIP+ELE,,PIL(MCC15),UPLOADED TO ACONEX,14-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3630-10-02,PR2ME-PIL-QTY-50-HOP-GWP-3630-10-02,PR2ME-PIL-QTY-65-HOP-3630-10-02,,,A - Proceed,2026/4/8,A - Proceed,2026/3/13,A - Proceed,2026/3/12,Subsystem C1C Ready,2026/4/8,Subsystem C1C Ready,2026/4/8,,,,,3630-10-02,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-10-02,PR2ME-PIL-QTY-59-HOP-3630-10-02,PR2ME-PIL-QTY-50-HOP-GWP-3630-10-02,PR2ME-PIL-QTY-65-HOP-3630-10-02,TRUE,TRUE,TRUE,,,,
283,Process,3630-10,Train 1,LSU-CC-P-03,3630-10-04,3166-PU-032/033/034,"Line 3 Cyclone Feed Pumps Gland Water Pumps 1, 2, & 3",2-Mar-2026,13-Apr-2026,2-Mar-2026,-42,16,(Critical) (D:-46d) (C),MEC+PIP+ELE+INS,,PIL(MCC15),UPLOADED TO ACONEX,14-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3630-10-04,PR2ME-PIL-QTY-50-HOP-GWP-3630-10-04,"PR2ME-PIL-QTY-65-HOP-3630-10-04
PR2ME-PIL-QTY-70-HOP-3630-10-04",,,A - Proceed,2026/4/7,A - Proceed,2026/3/16,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/4/17,Partial,2026/4/7,,,,,3630-10-04,TRUE,Plant Services,LSU-CC-P-03 Concentrator Utilities,,TRUE,3630-10-04,PR2ME-PIL-QTY-59-HOP-3630-10-04,PR2ME-PIL-QTY-50-HOP-GWP-3630-10-04,"PR2ME-PIL-QTY-65-HOP-3630-10-04
PR2ME-PIL-QTY-70-HOP-3630-10-04",TRUE,TRUE,TRUE,,,,
