查找,,,,,,,,,,,,,,,,,365,"Total Subsystem QTY (Week 20, 21 and 22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/.,,,,,,,,,,,,,,,,,81,Uploaded QTY(uploaded/canceled/N/A),,,,,,,RCC Verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Master List - 3-Week Lookahead
February 2nd, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"3WLA on Weeks: 6, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems 3WLA,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Received Last Week,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Forecasted Next Week,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Delayed from Last week,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems Next Week,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
778,Process,2100-02,Train 1,LSU-CR-P-01,2100-02-03,2111-VE-403,Primary Crusher 4 Discharge Chute Air Cannon 3,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-71d) (C),MEC+INS,,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-02-03,N/A,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,,,A - Proceed,2026/3/24,N/A,,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/24,,,,,2100-02-03,TRUE,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-02-03,PR2ME-PIL-QTY-59-HOP-2100-02-03,,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,TRUE,FALSE,TRUE,0,1,,
779,Process,2100-02,Train 1,LSU-CR-P-01,2100-02-02,2111-VE-402,Primary Crusher 4 Discharge Chute Air Cannon 2,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-71d) (C),MEC+INS,,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-02-02,N/A,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,,,A - Proceed,2026/3/24,N/A,,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/24,,,,,2100-02-02,TRUE,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-02-02,PR2ME-PIL-QTY-59-HOP-2100-02-02,,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,TRUE,FALSE,TRUE,0,1,,
/,Process,2100-02,Train 1,LSU-CR-P-01,2100-02-01,2111-VE-401,Primary Crusher 4 Discharge Chute Air Cannon 1,16-Feb-2026,27-Apr-2026,23-Feb-2026,-63,18,(Critical) (D:-71d) (C),MEC+PIP+INS,,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,PR2ME-PIL-QTY-59-HOP-2100-02-01,PR2ME-PIL-QTY-50-HOP-AP-2100-02-01,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,,,A - Proceed,2026/3/24,A - Proceed,2026/1/4,A - Proceed,2026/4/28,Subsystem C1C Ready,2026/4/28,Partial,2026/3/24,,,,,2100-02-01,TRUE,Plant Services,LSU-CR-P-01 Air And Water For Primary Crushing,,TRUE,2100-02-01,PR2ME-PIL-QTY-59-HOP-2100-02-01,PR2ME-PIL-QTY-50-HOP-AP-2100-02-01,PR2ME-PIL-QTY-70-HOP-2100-02-01/02/03,TRUE,TRUE,TRUE,0,1,,
781,Process,2100-01,BOP,LSU-CR-P-01,2100-01-03,2111-VE-303,Primary Crusher 3 Discharge Chute Air Cannon 3,16-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Non-Critical) (D:-36d) (C),MEC+INS,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2100-01-03,N/A,"电气：N/A

仪表：
RQI包：PR2ME-2100-PIL-QTY-RQI-60089
子系统RQI：5月11日已走查完成，待业主上传尾项至PIMS。",,,A - Proceed,2026/3/24,N/A,,,,Partial,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2100-01-03,TRUE,Plant Services,LSU-CR-P-40 Primary Air and Water Balance of Plant,,TRUE,2100-01-03,PR2ME-PIL-QTY-59-HOP-2100-01-03,,,TRUE,FALSE,FALSE,0,1,,
782,Process,2100-01,BOP,LSU-CR-P-01,2100-01-02,2111-VE-302,Primary Crusher 3 Discharge Chute Air Cannon 2,16-Feb-2026,,23-Feb-2026,46076,,,MEC+INS,,PIL(MCC7),,,,PR2ME-PIL-QTY-59-HOP-2100-01-02,N/A,"电气：N/A

仪表：PR2ME-2100-PIL-QTY-RQI-60089
子系统RQI：5月11日已走查完成，待业主上传尾项至PIMS。",,,A - Proceed,2026/3/24,N/A,,,,Partial,2026/3/24,Partial,2026/3/24,,,,,2100-01-02,TRUE,Plant Services,LSU-CR-P-40 Primary Air and Water Balance of Plant,,TRUE,2100-01-02,PR2ME-PIL-QTY-59-HOP-2100-01-02,,,TRUE,FALSE,FALSE,0,1,,
783,,3220,,LSU-CC-P-55,,,Crushed Pebbles Screening & Conveying,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
784,Process,3220-01,BOP,LSU-CC-P-55,3220-01-01,3215-CV-010,Pebble Crusher Discharge Conveyor,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-01-01)预计5月16日提交业主审核",N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-01-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-01,,,,FALSE,FALSE,FALSE,,,,
785,Process,3220-01,BOP,LSU-CC-P-55,3220-01-02,3215-CV-010,Pebble Crusher Discharge Conveyor Motor,,,,0,,,MEC+ELE,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-01-02)预计5月16日提交业主审核",N/A,"电气：
计划5月13日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3220-01-02

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-01-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-02,,,,FALSE,FALSE,FALSE,,,,
786,Process,3220-01,BOP,LSU-CC-P-55,3220-01-03,3215-HT-010,Pebble Crusher Discharge Conveyor Take-Up Winch,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-01-03,N/A,"仪表：
5月12日子系统RQI已送至现场验收，待验收
PR2ME-3200-PIL-QTY-RQI-60045

电气：计划6月15日子系统RQI现场验收",,,A - Proceed,2026/4/15,N/A,,,,Partial,2026/4/15,Partial,2026/4/15,,,,,3220-01-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-03,PR2ME-PIL-QTY-59-HOP-3220-01-03,,,TRUE,FALSE,FALSE,,,,
788,Process,3220-01,BOP,LSU-CC-P-55,3220-01-05,3215-MS-005,Pebble Crusher Discharge Conveyor Magnet,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-01-05)预计5月18日提交业主审核",N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-01-05,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-05,,,,FALSE,FALSE,FALSE,,,,
789,Process,3220-01,BOP,LSU-CC-P-55,3220-01-06,3215-SC-007,Pebble Crusher Discharge Conveyor Weightometer,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-01-06)预计5月18日提交业主审核",N/A,"仪表：计划6月15日子系统RQI现场验

电气：N/A",,,,,N/A,,,,,,,,,,,,3220-01-06,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-01-06,,,,FALSE,FALSE,FALSE,,,,
790,Process,3220-02,BOP,LSU-CC-P-55,3220-02-01,3215-CV-011,Crushed Pebble Screening Feed Conveyor,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-02-01)预计5月18日提交业主审核",N/A,"仪表：计划6月15日子系统RQI现场验收

电气：计划6月15日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-02-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-01,,,,FALSE,FALSE,FALSE,,,,
791,Process,3220-02,BOP,LSU-CC-P-55,3220-02-02,3215-CV-011,Crushed Pebble Screening Feed Conveyor Motor,,,,0,,,MEC+ELE,,PIL(MCC15),,,,设备号登记错误，3215-CV-011-M1,N/A,"电气：
计划5月12日HOP包已递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3220-02-02

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-02-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-02,,,,FALSE,FALSE,FALSE,,,,
792,Process,3220-02,BOP,LSU-CC-P-55,3220-02-03,3215-HT-011,Crushed Pebble Screening Feed Conveyor Take-Up Winch,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-02-03,N/A,"仪表：
5月12日子系统RQI已送至现场验收，待验收
PR2ME-3200-PIL-QTY-RQI-60046

电气：计划6月15日子系统RQI现场验收",,,A - Proceed,2026/4/15,N/A,,,,Partial,2026/4/15,Partial,2026/4/15,,,,,3220-02-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-03,PR2ME-PIL-QTY-59-HOP-3220-02-03,,,TRUE,FALSE,FALSE,,,,
793,Process,3220-02,BOP,LSU-CC-P-55,3220-02-04,3215-GA-005,Crushed Pebble Distribution Bin Diverter Bucket,,20-Apr-2026,,-46132,17,(D:-145d) (C),MEC,,PIL(MCC15),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-3220-02-04,N/A,N/A,,,A - Proceed,2026/4/20,N/A,,N/A,,Subsystem C1C Ready,2026/4/20,,,,,,,3220-02-04,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-04,PR2ME-PIL-QTY-59-HOP-3220-02-04,,,TRUE,FALSE,FALSE,,,,
794,Process,3220-02,BOP,LSU-CC-P-55,3220-02-05,3215-HP-005,Crushed Pebble Distribution Bin Diverter Bucket Hydraulic Power Pack,,,,0,,,MEC+ELE,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-02-05,N/A,"电气：计划6月15日子系统RQI现场验收

仪表：N/A",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,,,,,3220-02-05,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-02-05,PR2ME-PIL-QTY-59-HOP-3220-02-05,,,TRUE,FALSE,FALSE,,,,
796,Process,3220-03,BOP,LSU-CC-P-55,3220-03-01,3221-BN-008,Crushed Pebbles Distribution Bin,,,,0,,,,,PIL(MCC15),,,,RQI(PR2ME-3200-PIL-QTY-RQI-30079)预计5月15日提交业主审核,N/A,"仪表：计划6月16日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3220-03-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-03-01,,,,FALSE,FALSE,FALSE,,,,
797,Process,3220-03,BOP,LSU-CC-P-55,3220-03-02,3221-FE-004/005,Crushed Pebble Screen Vibrating Feeder 1 & 2 & VSDs,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-03-02)预计5月18日提交业主审核",N/A,"仪表：计划6月16日子系统RQI现场验收

电气：计划6月16日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-03-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-03-02,,,,FALSE,FALSE,FALSE,,,,
798,Process,3220-03,BOP,LSU-CC-P-55,3220-03-03,3221-GA-003/004,Crushed Pebble Distribution Feeder 1 & 2 Isolation Gates,,,,0,,,MEC+ELE,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-03-03,N/A,"仪表：计划6月16日子系统RQI现场验收

电气：N/A",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,,,,,3220-03-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-03-03,PR2ME-PIL-QTY-59-HOP-3220-03-03,,,TRUE,FALSE,FALSE,,,,
799,Process,3220-03,BOP,LSU-CC-P-55,3220-03-06,3221-HP-003,Crushed Pebble Distribution Bin Isolation Gates Hydraulic Power Unit,,,,0,,,MEC+ELE,,PIL(MCC15),,,①MECH: waiting for first filling oil to the motor to complete the HOP,"
4月10日：等待INTECH厂家重新发货，暂无到货时间（PIL采购部：TQ-1952 Reservation 0006827367. 预计5月14日到货.）
HOP注油后提交",N/A,"电气：计划6月16日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-03-06,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-03-06,,,,FALSE,FALSE,FALSE,,,,
800,Process,3220-03,BOP,LSU-CC-P-55,3220-03-07,3221-PU-067,Pebble Screening Area Sump Pump & Screen,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-04-01)预计5月20日提交业主审核",PR2ME-PIL-QTY-50-HOP-SP-3220-03-07,"仪表：计划6月16日子系统RQI现场验收

电气：计划6月16日子系统RQI现场验收",,,,,A - Proceed,2026/4/13,,,Partial,2026/4/13,Partial,2026/4/13,,,,,3220-03-07,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-03-07,,PR2ME-PIL-QTY-50-HOP-SP-3220-03-07,,FALSE,TRUE,FALSE,,,,
801,Process,3220-04,BOP,LSU-CC-P-55,3220-04-01,3223-CV-012,Crushed Pebble Screen Undersize Conveyor 1,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-04-01)预计5月18日提交业主审核",PR2ME-PIL-QTY-50-HOP-PRW-3220-04-01,"仪表：计划6月16日子系统RQI现场验收

电气：N/A",,,,,A - Proceed,2026/3/20,,,Partial,2026/3/20,Partial,2026/3/20,,,,,3220-04-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-04-01,,PR2ME-PIL-QTY-50-HOP-PRW-3220-04-01,,FALSE,TRUE,FALSE,,,,
802,Process,3220-04,BOP,LSU-CC-P-55,3220-04-02,3223-CV-012-M1,Crushed Pebble Screen Undersize Conveyor 1 Motor,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-04-02)预计5月18日提交业主审核",N/A,"电气：计划6月16日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-04-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-04-02,,,,FALSE,FALSE,FALSE,,,,
803,Process,3220-05,BOP,LSU-CC-P-55,3220-05-01,3223-CV-013,Crushed Pebble Screen Under Conveyor 2,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-05-01)预计5月18日提交业主审核",PR2ME-PIL-QTY-50-HOP-PRW-3220-05-01,"仪表：计划6月16日子系统RQI现场验收

电气：N/A",,,,,A - Proceed,2026/3/20,,,Partial,2026/3/20,Partial,2026/3/20,,,,,3220-05-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-05-01,,PR2ME-PIL-QTY-50-HOP-PRW-3220-05-01,,FALSE,TRUE,FALSE,,,,
804,Process,3220-05,BOP,LSU-CC-P-55,3220-05-02,3223-CV-013-M1,Crushed Pebble Screen Under Conveyor 2 Motor,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-045-02)预计5月23日提交业主审核",N/A,"电气：计划6月16日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-05-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-05-02,,,,FALSE,FALSE,FALSE,,,,
805,Process,3220-06,BOP,LSU-CC-P-55,3220-06-01,3223-CV-302,Ball Mill 5 Crushed Pebble Conveyor,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,"E&I: PR2ME-3200-PIL-QTY-RQI-60039 Walkdown completed, punch items not yet uploaded to Sharepoint Master Register.



5月8日子系统RQI已验收完成，尾项待上传平台
PR2ME-3200-PIL-QTY-RQI-60039","
HOP(PR2ME-PIL-QTY-59-3220-06-01)预计5月14日提交业主审核",N/A,"仪表：
5月8日子系统RQI已验收完成，尾项待上传平台
PR2ME-3200-PIL-QTY-RQI-60039

电气：计划6月16日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-06-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-06-01,,,,FALSE,FALSE,FALSE,,,,
806,Process,3220-06,BOP,LSU-CC-P-55,3220-06-02,3223-SC-304,Ball Mill 5 Crushed Pebble Conveyor Weightometer,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-06-02,N/A,"仪表：计划6月16日子系统RQI现场验收

电气：N/A",,,Issued for Review / Approval,2026/3/3,N/A,,,,,,,,,,,,3220-06-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-06-02,PR2ME-PIL-QTY-59-HOP-3220-06-02,,,TRUE,FALSE,FALSE,,,,
807,Process,3220-06,BOP,LSU-CC-P-55,3220-06-03,3223-CV-302-M1,Ball Mill 5 Crushed Pebble Conveyor Motor,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-01)预计5月23日提交业主审核",N/A,"电气：计划6月16日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-06-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-06-03,,,,FALSE,FALSE,FALSE,,,,
808,Process,3220-07,BOP,LSU-CC-P-55,3220-07-01,3223-CV-402,Ball Mill 6 Crushed Pebble Conveyor,,,,0,,,MEC+INS,,PIL(MCC15),,,"E&I: PR2ME-3200-PIL-QTY-RQI-60040 Walkdown completed, punch items not yet uploaded to Sharepoint Master Register.


5月10日子系统RQI已验收完成，尾项待上传平台
PR2ME-3200-PIL-QTY-RQI-60040","
HOP(PR2ME-PIL-QTY-59-3220-07-01)预计5月14日提交业主审核",N/A,"仪表：
5月10日子系统RQI已验收完成，尾项待上传平台
PR2ME-3200-PIL-QTY-RQI-60040
电气：N/A",,,,,N/A,,,,,,,,,,,,3220-07-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-07-01,,,,FALSE,FALSE,FALSE,,,,
809,Process,3220-07,BOP,LSU-CC-P-55,3220-07-02,3223-SC-404,Ball Mill 6 Crushed Pebble Conveyor Weightometer,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3220-07-02,N/A,"仪表：计划6月17日子系统RQI现场验收

电气：N/A",,,Issued for Review / Approval,2026/3/3,N/A,,,,,,,,,,,,3220-07-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-07-02,PR2ME-PIL-QTY-59-HOP-3220-07-02,,,TRUE,FALSE,FALSE,,,,
810,Process,3220-07,BOP,LSU-CC-P-55,3220-07-03,3223-CV-402-M1,Ball Mill 6 Crushed Pebble Conveyor Motor,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-01)预计5月23日提交业主审核",N/A,"电气：计划6月17日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-07-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-07-03,,,,FALSE,FALSE,FALSE,,,,
811,Process,3220-08,BOP,LSU-CC-P-55,3220-08-01,3222-CV-014,Pebble Sizing Screen Oversize Discharge Conveyor,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-01)预计5月23日提交业主审核",N/A,"仪表：计划6月17日子系统RQI现场验收

电气：计划6月17日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-08-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-08-01,,,,FALSE,FALSE,FALSE,,,,
812,Process,3220-08,BOP,LSU-CC-P-55,3220-08-02,3222-CV-014,Pebble Sizing Screen Oversize Discharge Conveyor Motor,,,,0,,,MEC+ELE,,PIL(MCC15),,,,设备号登记错误，3222-CV-014-M1,N/A,"电气：计划6月17日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-08-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-08-02,,,,FALSE,FALSE,FALSE,,,,
813,Process,3220-08,BOP,LSU-CC-P-55,3220-08-03,3222-CV-015,Pebble Sizing Screen Oversize Transfer Conveyor,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-03)预计5月23日提交业主审核",N/A,"仪表：计划6月17日子系统RQI现场验收

电气：计划6月17日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3220-08-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-08-03,,,,FALSE,FALSE,FALSE,,,,
814,Process,3220-08,BOP,LSU-CC-P-55,3220-08-04,3222-SC-405,Pebble Sizing Screen Oversize Transfer Conveyor Weightometer,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-04)预计5月23日提交业主审核",N/A,"仪表：计划6月17日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3220-08-04,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-08-04,,,,FALSE,FALSE,FALSE,,,,
815,Process,3220-08,BOP,LSU-CC-P-55,3220-08-05,3222-CV-015,Pebble Sizing Screen Oversize Transfer Conveyor Motor,,,,0,,,MEC+ELE,,PIL(MCC15),,,,设备号登记错误，3222-CV-015-M1,N/A,"电气：计划6月17日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-08-05,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-08-05,,,,FALSE,FALSE,FALSE,,,,
816,Process,3220-09,BOP,LSU-CC-P-55,3220-09-01,3224-CV-016,Crushed Pebble SAG Mill Transfer Conveyor,,,,0,,,MEC+PIP+ELE+INS,,PIL(MCC15),,,,"
RQI（PR2ME-3200-PIL-QTY-30085）5月5日可提交业主审核",PR2ME-PIL-QTY-50-HOP-PRW-3220-09-01,"仪表：计划6月17日子系统RQI现场验收

电气：计划6月17日子系统RQI现场验收",,,,,A - Proceed,2026/3/20,,,Partial,2026/3/20,Partial,2026/3/20,,,,,3220-09-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-09-01,,PR2ME-PIL-QTY-50-HOP-PRW-3220-09-01,,FALSE,TRUE,FALSE,,,,
817,Process,3220-09,BOP,LSU-CC-P-55,3220-09-02,3224-BN-001,Crushed Pebble SAG Mill Feed Distribution Bin,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-01)预计5月23日提交业主审核",N/A,"仪表：计划6月17日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3220-09-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-09-02,,,,FALSE,FALSE,FALSE,,,,
818,Process,3220-09,BOP,LSU-CC-P-55,3220-09-03,3224-CV-016-M1,Crushed Pebble SAG Mill Transfer Conveyor Motor,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-09-03)预计5月23日提交业主审核",N/A,"电气：计划6月17日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-09-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-09-03,,,,FALSE,FALSE,FALSE,,,,
819,Process,3220-10,BOP,LSU-CC-P-55,3220-10-01,3224-CV-303,SAG Mill 3 Crushed Pebble Feed Conveyor,,,,0,,,MEC+INS,,PIL(MCC15),,,,"
RQI（PR2ME-3200-PIL-QTY-30085）5月5日可提交业主审核",N/A,"仪表：计划6月17日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3220-10-01,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-10-01,,,,FALSE,FALSE,FALSE,,,,
820,Process,3220-10,BOP,LSU-CC-P-55,3220-10-02,3224-CV-303-M1,SAG Mill 3 Crushed Pebble Feed Conveyor Motor,,,,0,,,,,PIL(MCC15),,,,"
HOP(PR2ME-PIL-QTY-59-3220-08-01)预计5月23日提交业主审核",N/A,"电气：计划6月17日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3220-10-02,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-10-02,,,,FALSE,FALSE,FALSE,,,,
821,Process,3220-10,BOP,LSU-CC-P-55,3220-10-03,3224-CV-403,SAG Mill 4 Crushed Pebble Feed Conveyor,,,,0,,,MEC+INS,,PIL(MCC15),,,,"
RQI（PR2ME-3200-PIL-QTY-30085）5月5日可提交业主审核",N/A,"仪表：计划6月17日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3220-10-03,TRUE,Grinding,LSU-CC-P-55 Crushed Pebble Screening And Conveying,,TRUE,3220-10-03,,,,FALSE,FALSE,FALSE,,,,
